time, fast, fast1, slow, tLine, macd, signalLine, longBool, shorBool, longFlag, shortFlag, enterFlag, entryFlag, exitFlag, askPrice, bidPrice, lastPrice, midPrice, portfolioValue, positionValue, cash 
1669042800.0, 395.78, 395.87, 395.69, 395.7, 0.44, 0.35, False, False, False, False, False, False, False, 395.21, 395.19, 395.21, 395.2, 301589.03, 300757.85, 307.58
1669042801.0, 395.21, 395.21, 395.27, 395.24, 0.15, 0.21, False, False, False, False, False, False, False, 395.23, 395.21, 395.21, 395.22, 301589.03, 300757.85, 307.58
1669042802.0, 395.22, 395.21, 395.28, 395.26, 0.15, 0.21, False, False, False, False, False, False, False, 395.3, 395.28, 395.31, 395.29, 301589.03, 300757.85, 307.58
1669042803.0, 395.21, 395.21, 395.28, 395.26, 0.15, 0.21, False, False, False, False, False, False, False, 395.29, 395.28, 395.31, 395.28, 301589.03, 300757.85, 307.58
1669042804.0, 395.22, 395.21, 395.28, 395.26, 0.15, 0.21, False, False, False, False, False, False, False, 395.31, 395.3, 395.31, 395.31, 301589.03, 300757.85, 307.58
1669042805.0, 395.21, 395.21, 395.28, 395.25, 0.15, 0.21, False, False, False, False, False, False, False, 395.28, 395.27, 395.29, 395.27, 301589.03, 300757.85, 307.58
1669042806.0, 395.21, 395.21, 395.28, 395.26, 0.15, 0.21, False, False, False, False, False, False, False, 395.29, 395.27, 395.27, 395.28, 301589.03, 300757.85, 307.58
1669042807.0, 395.22, 395.21, 395.28, 395.27, 0.15, 0.21, False, False, False, False, False, False, False, 395.33, 395.31, 395.28, 395.32, 301589.03, 300757.85, 307.58
1669042808.0, 395.22, 395.21, 395.28, 395.27, 0.15, 0.21, False, False, False, False, False, False, False, 395.33, 395.31, 395.32, 395.32, 301589.03, 300757.85, 307.58
1669042809.0, 395.22, 395.21, 395.28, 395.26, 0.15, 0.21, False, False, False, False, False, False, False, 395.31, 395.29, 395.35, 395.3, 301589.03, 300757.85, 307.58
1669042810.0, 395.22, 395.21, 395.28, 395.26, 0.15, 0.21, False, False, False, False, False, False, False, 395.31, 395.3, 395.3, 395.31, 301589.03, 300757.85, 307.58
1669042811.0, 395.22, 395.21, 395.28, 395.26, 0.15, 0.21, False, False, False, False, False, False, False, 395.32, 395.3, 395.33, 395.31, 301589.03, 300757.85, 307.58
1669042812.0, 395.21, 395.21, 395.28, 395.26, 0.15, 0.21, False, False, False, False, False, False, False, 395.29, 395.28, 395.3, 395.28, 301589.03, 300757.85, 307.58
1669042813.0, 395.21, 395.21, 395.27, 395.25, 0.15, 0.21, False, False, False, False, False, False, False, 395.24, 395.21, 395.24, 395.23, 301589.03, 300757.85, 307.58
1669042814.0, 395.2, 395.21, 395.27, 395.24, 0.15, 0.21, False, False, False, False, False, False, False, 395.21, 395.19, 395.2, 395.2, 301589.03, 300757.85, 307.58
1669042815.0, 395.2, 395.21, 395.27, 395.24, 0.15, 0.21, False, False, False, False, False, False, False, 395.21, 395.2, 395.21, 395.2, 301589.03, 300757.85, 307.58
1669042816.0, 395.21, 395.21, 395.28, 395.25, 0.15, 0.21, False, False, False, False, False, False, False, 395.28, 395.26, 395.23, 395.27, 301589.03, 300757.85, 307.58
1669042817.0, 395.21, 395.21, 395.28, 395.26, 0.15, 0.21, False, False, False, False, False, False, False, 395.29, 395.28, 395.3, 395.28, 301589.03, 300757.85, 307.58
1669042818.0, 395.21, 395.21, 395.28, 395.25, 0.15, 0.21, False, False, False, False, False, False, False, 395.28, 395.26, 395.28, 395.27, 301589.03, 300757.85, 307.58
1669042819.0, 395.22, 395.21, 395.28, 395.27, 0.15, 0.21, False, False, False, False, False, False, False, 395.35, 395.33, 395.27, 395.34, 301589.03, 300757.85, 307.58
1669042820.0, 395.22, 395.21, 395.28, 395.27, 0.15, 0.21, False, False, False, False, False, False, False, 395.36, 395.34, 395.38, 395.35, 301589.03, 300757.85, 307.58
1669042821.0, 395.23, 395.22, 395.28, 395.31, 0.13, 0.2, False, False, False, False, False, False, False, 395.39, 395.37, 395.38, 395.38, 301589.03, 300757.85, 307.58
1669042822.0, 395.24, 395.22, 395.28, 395.31, 0.13, 0.2, False, False, False, False, False, False, False, 395.41, 395.39, 395.39, 395.4, 301589.03, 300757.85, 307.58
1669042823.0, 395.24, 395.22, 395.28, 395.31, 0.13, 0.2, False, False, False, False, False, False, False, 395.41, 395.39, 395.4, 395.4, 301589.03, 300757.85, 307.58
1669042824.0, 395.24, 395.22, 395.28, 395.31, 0.13, 0.2, False, False, False, False, False, False, False, 395.41, 395.39, 395.4, 395.4, 301589.03, 300757.85, 307.58
1669042825.0, 395.24, 395.22, 395.28, 395.31, 0.13, 0.2, False, False, False, False, False, False, False, 395.41, 395.38, 395.39, 395.39, 301589.03, 300757.85, 307.58
1669042826.0, 395.23, 395.22, 395.28, 395.31, 0.13, 0.2, False, False, False, False, False, False, False, 395.39, 395.37, 395.38, 395.38, 301589.03, 300757.85, 307.58
1669042827.0, 395.24, 395.22, 395.28, 395.31, 0.13, 0.2, False, False, False, False, False, False, False, 395.4, 395.39, 395.38, 395.39, 301589.03, 300757.85, 307.58
1669042828.0, 395.24, 395.22, 395.28, 395.31, 0.13, 0.2, False, False, False, False, False, False, False, 395.4, 395.38, 395.4, 395.39, 301589.03, 300757.85, 307.58
1669042829.0, 395.23, 395.22, 395.28, 395.31, 0.13, 0.2, False, False, False, False, False, False, False, 395.38, 395.37, 395.39, 395.38, 301589.03, 300757.85, 307.58
1669042830.0, 395.23, 395.22, 395.28, 395.31, 0.13, 0.2, False, False, False, False, False, False, False, 395.38, 395.37, 395.37, 395.38, 301589.03, 300757.85, 307.58
1669042831.0, 395.24, 395.22, 395.28, 395.31, 0.13, 0.2, False, False, False, False, False, False, False, 395.41, 395.39, 395.39, 395.4, 301589.03, 300757.85, 307.58
1669042832.0, 395.23, 395.22, 395.28, 395.31, 0.13, 0.2, False, False, False, False, False, False, False, 395.38, 395.37, 395.39, 395.38, 301589.03, 300757.85, 307.58
1669042833.0, 395.23, 395.22, 395.28, 395.3, 0.13, 0.2, False, False, False, False, False, False, False, 395.35, 395.34, 395.37, 395.35, 301589.03, 300757.85, 307.58
1669042834.0, 395.22, 395.22, 395.28, 395.29, 0.13, 0.2, False, False, False, False, False, False, False, 395.3, 395.29, 395.3, 395.3, 301589.03, 300757.85, 307.58
1669042835.0, 395.22, 395.22, 395.28, 395.29, 0.13, 0.2, False, False, False, False, False, False, False, 395.3, 395.29, 395.3, 395.3, 301589.03, 300757.85, 307.58
1669042836.0, 395.23, 395.22, 395.28, 395.3, 0.13, 0.2, False, False, False, False, False, False, False, 395.33, 395.31, 395.3, 395.32, 301589.03, 300757.85, 307.58
1669042837.0, 395.22, 395.22, 395.28, 395.29, 0.13, 0.2, False, False, False, False, False, False, False, 395.32, 395.3, 395.31, 395.31, 301589.03, 300757.85, 307.58
1669042838.0, 395.22, 395.22, 395.28, 395.29, 0.13, 0.2, False, False, False, False, False, False, False, 395.31, 395.3, 395.3, 395.31, 301589.03, 300757.85, 307.58
