time, fast, fast1, slow, tLine, macd, signalLine, longBool, shorBool, longFlag, shortFlag, enterFlag, entryFlag, exitFlag, askPrice, bidPrice, lastPrice, midPrice, portfolioValue, positionValue, cash 
1670425200.0, 393.06, 393.09, 393.35, 392.9, -0.25, -0.2, False, False, False, False, False, False, False, 392.83, 392.81, 392.79, 392.82, 300104.15, 60092.89, 360090.59
1670425201.0, 393.02, 393.09, 393.34, 392.83, -0.25, -0.2, False, False, False, False, False, False, False, 392.54, 392.53, 392.54, 392.53, 300104.15, 60092.89, 360090.59
1670425202.0, 393.0, 393.09, 393.34, 392.8, -0.25, -0.2, False, False, False, False, False, False, False, 392.4, 392.39, 392.46, 392.39, 300104.15, 60092.89, 360090.59
1670425204.0, 392.98, 393.09, 393.33, 392.78, -0.25, -0.2, False, False, False, False, False, False, False, 392.28, 392.26, 392.3, 392.27, 300104.15, 60092.89, 360090.59
1670425205.0, 392.93, 393.0, 393.29, 392.69, -0.27, -0.21, False, False, False, True, False, True, False, 392.36, 392.34, 392.35, 392.35, 300104.15, 60092.89, 360090.59
1670425207.0, 392.92, 393.0, 393.29, 392.68, -0.27, -0.21, False, True, False, True, True, True, False, 392.33, 392.3, 392.39, 392.31, 300184.99, 120043.8, 420122.34
1670425208.0, 392.93, 393.0, 393.29, 392.69, -0.27, -0.21, False, True, False, True, True, True, False, 392.38, 392.35, 392.33, 392.37, 300184.99, 120043.8, 420122.34
1670425210.0, 392.92, 393.0, 393.29, 392.68, -0.27, -0.21, False, True, False, True, True, True, False, 392.34, 392.31, 392.34, 392.32, 300184.99, 120043.8, 420122.34
1670425211.0, 392.93, 392.99, 393.29, 392.69, -0.27, -0.21, False, True, False, True, True, True, False, 392.41, 392.39, 392.33, 392.4, 300184.99, 120043.8, 420122.34
1670425212.0, 392.91, 392.99, 393.29, 392.67, -0.27, -0.21, False, True, False, True, True, True, False, 392.33, 392.31, 392.36, 392.32, 300184.99, 120043.8, 420122.34
1670425214.0, 392.91, 392.99, 393.29, 392.66, -0.27, -0.21, False, True, False, True, True, True, False, 392.28, 392.25, 392.28, 392.26, 300184.99, 120043.8, 420122.34
1670425215.0, 392.87, 392.97, 393.28, 392.61, -0.28, -0.22, False, True, False, True, True, True, False, 392.18, 392.16, 392.15, 392.17, 300184.99, 120043.8, 420122.34
