time, fast, fast1, slow, tLine, macd, signalLine, longBool, shorBool, longFlag, shortFlag, enterFlag, entryFlag, exitFlag, askPrice, bidPrice, lastPrice, midPrice, portfolioValue, positionValue, cash 
1669388400.0, 402.18, 402.13, 402.18, 402.21, 0.25, 0.26, False, False, False, False, False, False, False, 402.45, 402.43, 402.43, 402.44, 299877.8, 0.0, 299272.99
1669388401.0, 402.28, 402.25, 402.16, 402.34, 0.16, 0.18, False, False, False, False, False, False, False, 402.45, 402.43, 402.44, 402.44, 299877.8, 0.0, 299272.99
1669388402.0, 402.29, 402.25, 402.16, 402.34, 0.16, 0.18, False, False, False, False, False, False, False, 402.48, 402.46, 402.46, 402.47, 299877.8, 0.0, 299272.99
1669388403.0, 402.29, 402.25, 402.16, 402.35, 0.16, 0.18, False, False, False, False, False, False, False, 402.49, 402.48, 402.47, 402.49, 299877.8, 0.0, 299272.99
1669388404.0, 402.29, 402.25, 402.16, 402.35, 0.16, 0.18, False, False, False, False, False, False, False, 402.5, 402.48, 402.48, 402.49, 299877.8, 0.0, 299272.99
1669388405.0, 402.29, 402.25, 402.16, 402.35, 0.16, 0.18, False, False, False, False, False, False, False, 402.5, 402.49, 402.48, 402.5, 299877.8, 0.0, 299272.99
1669388406.0, 402.29, 402.25, 402.16, 402.35, 0.16, 0.18, False, False, False, False, False, False, False, 402.49, 402.48, 402.49, 402.49, 299877.8, 0.0, 299272.99
1669388407.0, 402.29, 402.25, 402.16, 402.35, 0.16, 0.18, False, False, False, False, False, False, False, 402.5, 402.48, 402.48, 402.49, 299877.8, 0.0, 299272.99
1669388408.0, 402.29, 402.25, 402.16, 402.35, 0.16, 0.18, False, False, False, False, False, False, False, 402.49, 402.48, 402.49, 402.49, 299877.8, 0.0, 299272.99
1669388409.0, 402.29, 402.25, 402.16, 402.35, 0.16, 0.18, False, False, False, False, False, False, False, 402.49, 402.47, 402.49, 402.48, 299877.8, 0.0, 299272.99
1669388410.0, 402.29, 402.25, 402.16, 402.35, 0.16, 0.18, False, False, False, False, False, False, False, 402.5, 402.48, 402.48, 402.49, 299877.8, 0.0, 299272.99
