time, fast, fast1, slow, tLine, macd, signalLine, longBool, shorBool, longFlag, shortFlag, enterFlag, entryFlag, exitFlag, askPrice, bidPrice, lastPrice, midPrice, portfolioValue, positionValue, cash 
1669043061.0, 395.04, 395.09, 395.22, 395.02, 0.08, 0.19, False, False, False, True, False, True, False, 394.72, 394.71, 394.71, 394.72, 301582.94, 300751.76, 307.58
1669043544.0, 394.83, 394.83, 395.08, 394.8, 0.0, 0.13, False, False, False, False, False, False, False, 394.82, 394.8, 394.82, 394.81, 301222.94, 209999.55, 281.44000000000415
1669043632.0, 394.82, 394.83, 395.06, 394.77, 0.0, 0.13, False, False, False, True, False, True, False, 394.65, 394.63, 394.64, 394.64, 301274.09, 300470.19, 280.29
1669043932.0, 394.7, 394.69, 394.97, 394.62, -0.02, 0.11, False, False, False, False, False, False, False, 394.71, 394.7, 394.71, 394.7, 301114.24, 209941.04, 263.3100000000013
1669043956.0, 394.69, 394.7, 394.97, 394.61, -0.02, 0.11, False, False, False, True, False, True, False, 394.62, 394.61, 394.63, 394.62, 301164.87, 300379.11, 262.16
1669044577.0, 394.09, 394.09, 394.65, 394.04, -0.12, 0.04, False, False, False, False, False, False, False, 394.07, 394.06, 394.08, 394.06, 300668.05, 209517.55, 380.2899999999954
1669044579.0, 394.08, 394.09, 394.64, 394.03, -0.12, 0.04, False, False, False, True, False, True, False, 394.02, 394.01, 394.03, 394.01, 300805.23, 299902.49, 379.14
1669044668.0, 394.1, 394.09, 394.63, 394.07, -0.13, 0.01, False, False, False, False, False, False, False, 394.13, 394.11, 394.13, 394.12, 300744.3, 209616.51, 348.41999999999825
1669044675.0, 394.07, 394.09, 394.63, 394.03, -0.13, 0.01, False, False, False, True, False, True, False, 393.97, 393.96, 394.07, 393.97, 300823.29, 299952.42, 347.28
1669044712.0, 394.08, 394.08, 394.61, 394.05, -0.14, 0.01, False, False, False, False, False, False, False, 394.08, 394.07, 394.09, 394.07, 300740.41, 299901.4, 315.41
1669044724.0, 394.08, 394.09, 394.61, 394.04, -0.13, 0.01, False, False, False, True, False, True, False, 394.02, 394.0, 394.01, 394.01, 300740.41, 299901.4, 315.41
1669044995.0, 393.97, 393.97, 394.46, 393.88, -0.19, -0.04, False, False, False, False, False, False, False, 393.98, 393.96, 393.95, 393.97, 300525.24, 209461.18, 321.3300000000054
1669045011.0, 393.98, 393.99, 394.46, 393.9, -0.18, -0.03, False, False, False, True, False, True, False, 393.92, 393.91, 393.94, 393.92, 300654.51, 299810.73, 320.18
1669045031.0, 393.99, 393.99, 394.47, 393.91, -0.18, -0.03, False, False, False, False, False, False, False, 394.01, 394.0, 394.02, 394.0, 300597.71, 209549.49, 294.0399999999954
1669045058.0, 393.98, 393.99, 394.44, 393.91, -0.18, -0.03, False, False, False, True, False, True, False, 393.93, 393.92, 393.92, 393.93, 300635.29, 299818.79, 292.9
1669045079.0, 393.98, 393.98, 394.44, 393.92, -0.18, -0.03, False, False, False, False, False, False, False, 394.02, 394.0, 394.04, 394.01, 300607.25, 209581.73, 275.91999999999825
