time, fast, slow, tLine, macd, signalLine, longBool, shortBool, enterFlag, entryFlag, askPrice, bidPrice, lastPrice, midPrice
1666644000.0, 378.58, 378.96, 378.58, 0.16, 0.34, False, False, False, True, 378.23, 378.22, 378.24, 378.23
1666644001.0, 378.58, 378.96, 378.58, 0.16, 0.34, False, True, True, True, 378.23, 378.22, 378.24, 378.23
1666644002.0, 378.58, 378.96, 378.58, 0.16, 0.34, False, True, True, True, 378.23, 378.22, 378.23, 378.23
1666644003.0, 378.58, 378.96, 378.58, 0.16, 0.34, False, True, True, True, 378.23, 378.22, 378.23, 378.23
1666644004.0, 378.58, 378.96, 378.58, 0.16, 0.34, False, True, True, True, 378.23, 378.22, 378.23, 378.23
1666644005.0, 378.58, 378.96, 378.58, 0.16, 0.34, False, True, True, True, 378.23, 378.22, 378.23, 378.23
1666644006.0, 378.58, 378.96, 378.58, 0.16, 0.34, False, True, True, True, 378.23, 378.22, 378.23, 378.23
1666644007.0, 378.58, 378.96, 378.58, 0.16, 0.34, False, True, True, True, 378.23, 378.22, 378.23, 378.23
1666644008.0, 378.58, 378.96, 378.58, 0.16, 0.34, False, True, True, True, 378.23, 378.22, 378.23, 378.23
1666644009.0, 378.58, 378.96, 378.58, 0.16, 0.34, False, True, True, True, 378.23, 378.22, 378.23, 378.23
1666644010.0, 378.58, 378.96, 378.58, 0.16, 0.34, False, True, True, True, 378.23, 378.22, 378.23, 378.23
1666644011.0, 378.58, 378.96, 378.58, 0.16, 0.34, False, True, True, True, 378.26, 378.22, 378.23, 378.24
1666644012.0, 378.58, 378.96, 378.58, 0.16, 0.34, False, True, True, True, 378.26, 378.23, 378.23, 378.25
1666644013.0, 378.58, 378.96, 378.58, 0.16, 0.34, False, True, True, True, 378.27, 378.23, 378.23, 378.25
1666644014.0, 378.58, 378.96, 378.58, 0.16, 0.34, False, True, True, True, 378.27, 378.23, 378.23, 378.25
1666644015.0, 378.58, 378.96, 378.58, 0.16, 0.34, False, True, True, True, 378.27, 378.24, 378.23, 378.25
1666644016.0, 378.58, 378.96, 378.58, 0.16, 0.34, False, True, True, True, 378.27, 378.24, 378.23, 378.25
1666644017.0, 378.58, 378.96, 378.58, 0.16, 0.34, False, True, True, True, 378.27, 378.24, 378.23, 378.25
1666644018.0, 378.58, 378.96, 378.58, 0.16, 0.34, False, True, True, True, 378.27, 378.24, 378.23, 378.25
1666644019.0, 378.58, 378.96, 378.58, 0.16, 0.34, False, True, True, True, 378.27, 378.24, 378.23, 378.25
1666644020.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.3, 378.25, 378.23, 378.27
1666644021.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.3, 378.25, 378.23, 378.27
1666644022.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.3, 378.26, 378.23, 378.28
1666644023.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.3, 378.27, 378.23, 378.28
1666644024.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.3, 378.27, 378.23, 378.28
1666644025.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.3, 378.27, 378.23, 378.28
1666644026.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.3, 378.27, 378.28, 378.28
1666644027.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.3, 378.27, 378.26, 378.28
1666644028.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.3, 378.27, 378.26, 378.28
1666644029.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.3, 378.27, 378.26, 378.28
1666644030.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.3, 378.27, 378.26, 378.28
1666644031.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.3, 378.27, 378.26, 378.28
1666644032.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.3, 378.27, 378.26, 378.28
1666644033.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.3, 378.27, 378.26, 378.28
1666644034.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.3, 378.27, 378.26, 378.28
1666644035.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.3, 378.27, 378.26, 378.28
1666644036.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.3, 378.28, 378.27, 378.29
1666644037.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.3, 378.28, 378.27, 378.29
1666644038.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.3, 378.28, 378.27, 378.29
1666644039.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.32, 378.28, 378.3, 378.3
1666644040.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.34, 378.3, 378.3, 378.32
1666644041.0, 378.6, 378.96, 378.6, 0.16, 0.34, False, True, True, True, 378.35, 378.34, 378.34, 378.35
1666644042.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.34, 378.34, 378.35, 378.34
1666644043.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.34, 378.34, 378.35, 378.34
1666644044.0, 378.6, 378.96, 378.6, 0.16, 0.34, False, True, True, True, 378.35, 378.34, 378.34, 378.35
1666644045.0, 378.6, 378.96, 378.6, 0.16, 0.34, False, True, True, True, 378.35, 378.34, 378.34, 378.35
1666644046.0, 378.6, 378.96, 378.6, 0.16, 0.34, False, True, True, True, 378.35, 378.34, 378.34, 378.35
1666644047.0, 378.6, 378.96, 378.6, 0.16, 0.34, False, True, True, True, 378.35, 378.34, 378.34, 378.35
1666644048.0, 378.6, 378.96, 378.6, 0.16, 0.34, False, True, True, True, 378.35, 378.34, 378.34, 378.35
1666644049.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.34, 378.34, 378.34, 378.34
1666644050.0, 378.59, 378.96, 378.59, 0.16, 0.34, False, True, True, True, 378.34, 378.34, 378.34, 378.34
