time, fast, fast1, slow, tLine, macd, signalLine, longBool, shortBool, longFlag, shortFlag, enterFlag, entryFlag, exitFlag, askPrice, bidPrice, lastPrice, midPrice, portfolioValue, positionValue, cash 
1669047420.306129, 393.98, 393.94, 393.95, 394.05, 0.08, 0.04, False, False, False, False, False, False, False, 394.17, 394.17, 394.17, 394.17, 99927.32999999997, -20102.670000000002, 120029.99999999997
1669047540.306129, 393.97, 393.95, 393.96, 394.03, 0.06, 0.05, False, False, True, False, False, True, False, 394.1, 394.1, 394.1, 394.1, 99926.32999999997, 0.0, 99926.32999999997
1669048080.306129, 393.96, 393.99, 393.97, 393.95, 0.05, 0.07, False, False, False, False, False, False, False, 393.81, 393.81, 393.81, 393.81, 99910.53999999996, 20084.31, 79826.22999999997
1669048440.306129, 393.74, 393.77, 393.89, 393.68, -0.06, 0.0, False, False, False, True, False, True, False, 393.55, 393.55, 393.55, 393.55, 99909.53999999996, 0.0, 99909.53999999996
1669050420.306129, 393.76, 393.72, 393.75, 393.79, 0.01, -0.04, False, False, False, False, False, False, False, 393.92, 393.92, 393.92, 393.92, 99889.66999999997, -20089.920000000002, 119979.58999999997
1669050480.306129, 393.79, 393.77, 393.75, 393.78, 0.04, -0.02, False, False, True, False, False, True, False, 393.8, 393.8, 393.8, 393.8, 99888.66999999997, 0.0, 99888.66999999997
1669051200.306129, 393.77, 393.79, 393.79, 393.79, -0.02, 0.02, False, False, False, False, False, False, False, 393.74, 393.74, 393.74, 393.74, 99884.60999999997, 20080.74, 79803.86999999997
1669051560.306129, 393.82, 393.8, 393.8, 393.85, 0.0, 0.0, False, False, True, False, False, True, False, 393.95, 393.95, 393.95, 393.95, 99883.60999999997, 0.0, 99883.60999999997
1669053480.306129, 394.02, 394.04, 394.03, 393.96, -0.04, 0.01, False, False, False, False, False, False, False, 393.85, 393.85, 393.85, 393.85, 99877.50999999998, 20086.350000000002, 79791.15999999997
1669053540.306129, 394.0, 394.03, 394.02, 393.93, -0.05, -0.0, False, False, False, True, False, True, False, 393.79, 393.79, 393.79, 393.79, 99876.50999999998, 0.0, 99876.50999999998
1669062600.306129, 394.43, 394.45, 394.62, 394.4, -0.1, -0.07, False, False, False, False, False, False, False, 394.31, 394.31, 394.31, 394.31, 99848.98999999999, -20109.81, 119958.79999999999
1669129500.306129, 396.17, 396.14, 395.68, 396.29, 0.28, 0.22, False, False, True, False, False, True, False, 396.35, 396.35, 396.35, 396.35, 99847.98999999999, 0.0, 99847.98999999999
1669136100.306129, 397.2, 397.18, 397.19, 397.23, 0.0, -0.03, False, False, False, False, False, False, False, 397.31, 397.31, 397.31, 397.31, 99894.98999999999, 19865.5, 80029.48999999999
1669139640.306129, 397.52, 397.51, 397.51, 397.49, -0.03, -0.01, False, False, True, False, False, True, False, 397.52, 397.52, 397.52, 397.52, 99893.98999999999, 0.0, 99893.98999999999
1669140180.306129, 397.47, 397.48, 397.48, 397.46, -0.02, -0.02, False, False, False, False, False, False, False, 397.39, 397.39, 397.39, 397.39, 99886.48999999999, 19869.5, 80016.98999999999
1669140540.306129, 397.72, 397.68, 397.56, 397.8, 0.09, 0.02, False, False, True, False, False, True, False, 397.98, 397.98, 397.98, 397.98, 99885.48999999999, 0.0, 99885.48999999999
1669144500.306129, 398.31, 398.33, 398.32, 398.28, -0.06, -0.03, False, False, False, False, False, False, False, 398.23, 398.23, 398.23, 398.23, 99896.98999999999, 19911.5, 79985.48999999999
1669144560.306129, 398.3, 398.32, 398.31, 398.26, -0.06, -0.03, False, False, False, True, False, True, False, 398.22, 398.22, 398.22, 398.22, 99895.98999999999, 0.0, 99895.98999999999
1669149000.306129, 399.41, 399.4, 399.16, 399.41, 0.11, 0.11, False, False, False, False, False, False, False, 399.44, 399.44, 399.44, 399.44, 99833.98999999999, -19972.0, 119805.98999999999
1669222080.306129, 401.68, 401.72, 401.9, 401.58, -0.14, -0.08, False, False, False, True, False, True, False, 401.49, 401.49, 401.49, 401.49, 99832.98999999999, 0.0, 99832.98999999999
1669227840.306129, 400.23, 400.2, 400.22, 400.28, 0.03, -0.02, False, False, False, False, False, False, False, 400.38, 400.38, 400.38, 400.38, 99887.48999999999, -20019.0, 119906.48999999999
1669227900.306129, 400.24, 400.22, 400.22, 400.28, 0.05, -0.01, False, False, True, False, False, True, False, 400.37, 400.37, 400.37, 400.37, 99886.48999999999, 0.0, 99886.48999999999
1669232400.306129, 401.66, 401.7, 401.68, 401.58, -0.12, -0.0, False, False, False, False, False, False, False, 401.39, 401.39, 401.39, 401.39, 99936.48999999999, 20069.5, 79866.98999999999
1669232460.306129, 401.68, 401.71, 401.69, 401.63, -0.1, -0.02, False, False, False, True, False, True, False, 401.47, 401.47, 401.47, 401.47, 99935.48999999999, 0.0, 99935.48999999999
1669235400.306129, 402.46, 402.47, 402.35, 402.45, 0.02, 0.08, False, False, False, False, False, False, False, 402.4, 402.4, 402.4, 402.4, 99887.98999999999, -20120.0, 120007.98999999999
1669397160.306129, 402.42, 402.4, 402.41, 402.45, 0.02, -0.0, False, False, True, False, False, True, False, 402.54, 402.54, 402.54, 402.54, 99886.98999999999, 0.0, 99886.98999999999
1669653960.306129, 398.78, 398.76, 398.77, 398.81, 0.07, 0.03, False, False, False, False, False, False, False, 398.88, 398.88, 398.88, 398.88, 99702.98999999999, 19944.0, 79758.98999999999
1669655040.306129, 398.59, 398.71, 398.76, 398.45, -0.07, 0.02, False, False, False, True, False, True, False, 397.85, 397.85, 397.85, 397.85, 99701.98999999999, 0.0, 99701.98999999999
1669667400.306129, 395.3, 395.31, 395.65, 395.24, -0.17, -0.17, False, False, False, False, False, False, False, 395.24, 395.24, 395.24, 395.24, 99831.48999999999, -19762.0, 119593.48999999999
1669734060.306129, 395.78, 395.74, 395.75, 395.81, 0.01, -0.03, False, False, True, False, False, True, False, 396.04, 396.04, 396.04, 396.04, 99830.48999999999, 0.0, 99830.48999999999
1669737600.306129, 396.49, 396.52, 396.51, 396.46, -0.05, -0.0, False, False, False, False, False, False, False, 396.34, 396.34, 396.34, 396.34, 99844.48999999999, 19817.0, 80027.48999999999
1669737780.306129, 396.27, 396.31, 396.43, 396.14, -0.15, -0.05, False, False, False, True, False, True, False, 396.02, 396.02, 396.02, 396.02, 99843.48999999999, 0.0, 99843.48999999999
1669743180.306129, 394.4, 394.38, 394.39, 394.42, 0.02, 0.01, False, False, False, False, False, False, False, 394.5, 394.5, 394.5, 394.5, 99918.48999999999, -19725.0, 119643.48999999999
1669743300.306129, 394.39, 394.38, 394.37, 394.4, 0.01, 0.01, False, False, True, False, False, True, False, 394.43, 394.43, 394.43, 394.43, 99917.48999999999, 0.0, 99917.48999999999
1669745340.306129, 394.71, 394.74, 394.72, 394.67, -0.03, 0.01, False, False, False, False, False, False, False, 394.58, 394.58, 394.58, 394.58, 99924.14, 20123.579999999998, 79800.56
1669746480.306129, 394.31, 394.34, 394.54, 394.24, -0.18, -0.12, False, False, False, True, False, True, False, 394.11, 394.11, 394.11, 394.11, 99923.14, 0.0, 99923.14
1669747440.306129, 394.47, 394.45, 394.46, 394.51, 0.02, -0.04, False, False, False, False, False, False, False, 394.63, 394.63, 394.63, 394.63, 99895.62, -20126.13, 120021.75
1669747500.306129, 394.48, 394.47, 394.46, 394.52, 0.04, -0.02, False, False, True, False, False, True, False, 394.58, 394.58, 394.58, 394.58, 99894.62, 0.0, 99894.62
1669750080.306129, 395.13, 395.19, 395.16, 394.99, -0.06, 0.05, False, False, False, False, False, False, False, 394.74, 394.74, 394.74, 394.74, 99901.78, 20131.74, 79770.04
1669750140.306129, 395.08, 395.13, 395.14, 394.95, -0.09, 0.02, False, False, False, True, False, True, False, 394.77, 394.77, 394.77, 394.77, 99900.78, 0.0, 99900.78
1669753620.306129, 394.89, 394.92, 394.91, 394.85, 0.02, 0.07, False, False, False, False, False, False, False, 394.72, 394.72, 394.72, 394.72, 99902.33, -20130.72, 120033.05
1669820460.306129, 394.94, 395.03, 395.18, 394.8, -0.16, -0.06, False, False, False, True, False, True, False, 394.44, 394.44, 394.44, 394.44, 99901.33, 0.0, 99901.33
1669828140.306129, 395.03, 395.07, 395.06, 394.95, -0.06, -0.01, False, False, False, False, False, False, False, 394.8, 394.8, 394.8, 394.8, 99881.97, -20134.8, 120016.77
1669828260.306129, 394.98, 395.0, 395.04, 394.91, -0.1, -0.04, False, False, False, True, False, True, False, 394.87, 394.87, 394.87, 394.87, 99880.97, 0.0, 99880.97
1669840200.306129, 405.13, 405.09, 404.11, 405.3, 0.47, 0.45, False, False, False, False, False, False, False, 405.42, 405.42, 405.42, 405.42, 99341.92, -20676.420000000002, 120018.34
1669907520.306129, 407.81, 407.89, 407.96, 407.47, -0.32, -0.08, False, False, False, True, False, True, False, 407.13, 407.13, 407.13, 407.13, 99340.92, 0.0, 99340.92
1669918740.306129, 407.1, 407.2, 407.15, 406.97, -0.13, 0.04, False, False, False, False, False, False, False, 406.53, 406.53, 406.53, 406.53, 99369.31999999999, -19919.969999999998, 119289.29
1669918800.306129, 407.02, 407.1, 407.12, 406.87, -0.17, -0.0, False, False, False, True, False, True, False, 406.5, 406.5, 406.5, 406.5, 99368.31999999999, 0.0, 99368.31999999999
1669920240.306129, 406.98, 406.92, 406.95, 407.06, 0.02, -0.06, False, False, False, False, False, False, False, 407.26, 407.26, 407.26, 407.26, 99330.07999999999, -19955.739999999998, 119285.81999999999
1669920300.306129, 407.03, 406.99, 406.97, 407.12, 0.04, -0.04, False, False, True, False, False, True, False, 407.24, 407.24, 407.24, 407.24, 99329.07999999999, 0.0, 99329.07999999999
1669926600.306129, 407.42, 407.42, 407.49, 407.38, -0.07, -0.09, False, False, False, False, False, False, False, 407.37, 407.37, 407.37, 407.37, 99334.44999999998, 19961.13, 79373.31999999998
1669995000.306129, 403.8, 403.81, 404.08, 403.75, 0.05, 0.12, False, False, False, True, False, True, False, 403.67, 403.67, 403.67, 403.67, 99333.44999999998, 0.0, 99333.44999999998
1669995780.306129, 404.13, 404.12, 404.12, 404.13, 0.19, 0.15, False, False, False, False, False, False, False, 404.13, 404.13, 404.13, 404.13, 99309.90999999999, -19802.37, 119112.27999999998
1669997340.306129, 403.99, 404.03, 404.02, 403.91, -0.07, -0.04, False, False, False, True, False, True, False, 403.76, 403.76, 403.76, 403.76, 99308.90999999999, 0.0, 99308.90999999999
1670008680.306129, 405.02, 404.99, 405.01, 405.07, 0.0, -0.04, False, False, False, False, False, False, False, 405.16, 405.16, 405.16, 405.16, 99239.31, -19852.84, 119092.15
1670008800.306129, 405.09, 405.07, 405.03, 405.13, 0.05, -0.01, False, False, True, False, False, True, False, 405.21, 405.21, 405.21, 405.21, 99238.31, 0.0, 99238.31
1670013000.306129, 406.99, 407.02, 406.7, 406.95, 0.05, 0.17, False, False, False, False, False, False, False, 406.83, 406.83, 406.83, 406.83, 99316.69, 19934.67, 79382.02
1670252400.306129, 403.54, 403.58, 404.62, 403.32, -0.55, -0.46, False, False, False, True, False, True, False, 403.28, 403.28, 403.28, 403.28, 99315.69, 0.0, 99315.69
1670255280.306129, 403.35, 403.33, 403.34, 403.42, 0.16, 0.12, False, False, False, False, False, False, False, 403.49, 403.49, 403.49, 403.49, 99304.4, -19771.010000000002, 119075.41
1670255340.306129, 403.38, 403.35, 403.35, 403.44, 0.17, 0.12, False, False, True, False, False, True, False, 403.5, 403.5, 403.5, 403.5, 99303.4, 0.0, 99303.4
1670257080.306129, 403.27, 403.32, 403.31, 403.17, -0.02, 0.06, False, False, False, False, False, False, False, 402.96, 402.96, 402.96, 402.96, 99275.93999999999, 19745.039999999997, 79530.9
1670257140.306129, 403.19, 403.25, 403.28, 403.07, -0.06, 0.04, False, False, False, True, False, True, False, 402.86, 402.86, 402.86, 402.86, 99274.93999999999, 0.0, 99274.93999999999
1670272200.306129, 398.87, 398.89, 398.96, 398.79, -0.04, 0.01, False, False, False, False, False, False, False, 398.7, 398.7, 398.7, 398.7, 99477.77999999998, -19536.3, 119014.07999999999
1670338800.306129, 397.7, 397.8, 398.48, 397.46, -0.43, -0.34, False, False, False, True, False, True, False, 397.18, 397.18, 397.18, 397.18, 99476.77999999998, 0.0, 99476.77999999998
1670344320.306129, 395.56, 395.52, 395.55, 395.64, 0.08, 0.0, False, False, False, False, False, False, False, 395.81, 395.81, 395.81, 395.81, 99544.27999999998, -19790.5, 119334.77999999998
1670344380.306129, 395.57, 395.53, 395.55, 395.65, 0.08, 0.02, False, False, True, False, False, True, False, 395.86, 395.86, 395.86, 395.86, 99543.27999999998, 0.0, 99543.27999999998
1670345460.306129, 395.53, 395.5, 395.5, 395.53, 0.05, 0.02, False, False, False, False, False, False, False, 395.66, 395.66, 395.66, 395.66, 99532.27999999998, 19783.0, 79749.27999999998
1670346960.306129, 394.95, 394.99, 395.24, 394.86, -0.18, -0.09, False, False, False, True, False, True, False, 394.74, 394.74, 394.74, 394.74, 99531.27999999998, 0.0, 99531.27999999998
1670352540.306129, 393.52, 393.48, 393.49, 393.62, 0.1, 0.02, False, False, False, False, False, False, False, 393.79, 393.79, 393.79, 393.79, 99577.77999999998, -19689.5, 119267.27999999998
1670352600.306129, 393.52, 393.51, 393.49, 393.6, 0.1, 0.04, False, False, True, False, False, True, False, 393.64, 393.64, 393.64, 393.64, 99576.77999999998, 0.0, 99576.77999999998
1670356500.306129, 392.48, 392.44, 392.47, 392.6, 0.06, -0.0, False, False, False, False, False, False, False, 392.75, 392.75, 392.75, 392.75, 99530.38999999998, 20030.25, 79500.13999999998
1670356560.306129, 392.49, 392.46, 392.48, 392.61, 0.06, 0.01, False, False, True, False, False, True, False, 392.73, 392.73, 392.73, 392.73, 99529.38999999998, 0.0, 99529.38999999998
1670357700.306129, 392.65, 392.67, 392.66, 392.63, 0.02, 0.07, False, False, False, False, False, False, False, 392.54, 392.54, 392.54, 392.54, 99518.69999999998, 20019.54, 79499.15999999999
1670357760.306129, 392.63, 392.66, 392.65, 392.62, 0.01, 0.06, False, False, False, True, False, True, False, 392.51, 392.51, 392.51, 392.51, 99517.69999999998, 0.0, 99517.69999999998
1670358600.306129, 392.27, 392.29, 392.45, 392.18, -0.08, -0.06, False, False, False, False, False, False, False, 392.12, 392.12, 392.12, 392.12, 99536.58999999998, -19998.12, 119534.70999999998
1670425500.306129, 393.36, 393.27, 393.35, 393.44, -0.02, -0.17, False, False, True, False, False, True, False, 393.89, 393.89, 393.89, 393.89, 99535.58999999998, 0.0, 99535.58999999998
1670427600.306129, 393.77, 393.87, 393.79, 393.67, 0.0, 0.11, False, False, False, False, False, False, False, 393.33, 393.33, 393.33, 393.33, 99506.02999999998, 20059.829999999998, 79446.19999999998
1670427660.306129, 393.75, 393.82, 393.79, 393.71, -0.03, 0.08, False, False, False, True, False, True, False, 393.48, 393.48, 393.48, 393.48, 99505.02999999998, 0.0, 99505.02999999998
1670429820.306129, 394.41, 394.45, 394.43, 394.31, -0.13, -0.02, False, False, False, False, False, False, False, 394.12, 394.12, 394.12, 394.12, 99471.38999999998, -20100.12, 119571.50999999998
1670429880.306129, 394.4, 394.44, 394.42, 394.31, -0.12, -0.04, False, False, False, True, False, True, False, 394.13, 394.13, 394.13, 394.13, 99470.38999999998, 0.0, 99470.38999999998
1670434920.306129, 393.17, 393.14, 393.16, 393.21, 0.04, -0.02, False, False, False, False, False, False, False, 393.36, 393.36, 393.36, 393.36, 99507.88999999998, -19668.0, 119175.88999999998
1670434980.306129, 393.27, 393.24, 393.19, 393.34, 0.09, 0.0, False, False, True, False, False, True, False, 393.46, 393.46, 393.46, 393.46, 99506.88999999998, 0.0, 99506.88999999998
1670438700.306129, 393.86, 393.88, 393.87, 393.83, -0.04, -0.03, False, False, False, False, False, False, False, 393.79, 393.79, 393.79, 393.79, 99522.72, 20083.29, 79439.43
1670438760.306129, 393.85, 393.87, 393.87, 393.81, -0.05, -0.03, False, False, False, True, False, True, False, 393.72, 393.72, 393.72, 393.72, 99521.72, 0.0, 99521.72
1670441640.306129, 393.2, 393.17, 393.19, 393.23, 0.07, -0.02, False, False, False, False, False, False, False, 393.32, 393.32, 393.32, 393.32, 99541.12, -20059.32, 119600.44
1670441700.306129, 393.28, 393.23, 393.21, 393.33, 0.1, 0.01, False, False, True, False, False, True, False, 393.53, 393.53, 393.53, 393.53, 99540.12, 0.0, 99540.12
1670445000.306129, 392.67, 392.65, 392.77, 392.71, -0.04, -0.11, False, False, False, False, False, False, False, 392.79, 392.79, 392.79, 392.79, 99501.38, 20032.29, 79469.09
1670511600.306129, 395.56, 395.46, 394.46, 395.83, 0.61, 0.48, False, False, True, False, False, True, False, 396.18, 396.18, 396.18, 396.18, 99500.38, 0.0, 99500.38
1670515500.306129, 396.43, 396.48, 396.44, 396.36, -0.11, -0.04, False, False, False, False, False, False, False, 396.13, 396.13, 396.13, 396.13, 99496.88, 19806.5, 79690.38
1670515560.306129, 396.36, 396.39, 396.42, 396.28, -0.15, -0.06, False, False, False, True, False, True, False, 396.23, 396.23, 396.23, 396.23, 99495.88, 0.0, 99495.88
1670517900.306129, 395.99, 395.96, 395.98, 396.05, 0.03, -0.0, False, False, False, False, False, False, False, 396.13, 396.13, 396.13, 396.13, 99499.88, -19806.5, 119306.38
1670518080.306129, 396.07, 396.06, 396.01, 396.12, 0.09, 0.03, False, False, True, False, False, True, False, 396.11, 396.11, 396.11, 396.11, 99498.88, 0.0, 99498.88
1670522100.306129, 395.68, 395.64, 395.67, 395.73, 0.02, -0.04, False, False, False, False, False, False, False, 395.86, 395.86, 395.86, 395.86, 99485.38, 19793.0, 79692.38
1670522160.306129, 395.69, 395.67, 395.68, 395.73, 0.05, -0.02, False, False, True, False, False, True, False, 395.78, 395.78, 395.78, 395.78, 99484.38, 0.0, 99484.38
1670531400.306129, 396.07, 396.06, 395.76, 396.16, 0.17, 0.15, False, False, False, False, False, False, False, 396.17, 396.17, 396.17, 396.17, 99502.88, 19808.5, 79694.38
1670598120.306129, 395.75, 395.7, 395.73, 395.78, 0.0, -0.04, False, False, True, False, False, True, False, 396.0, 396.0, 396.0, 396.0, 99501.88, 0.0, 99501.88
1670598840.306129, 395.84, 395.91, 395.85, 395.85, 0.0, 0.06, False, False, False, False, False, False, False, 395.56, 395.56, 395.56, 395.56, 99478.88, 19778.0, 79700.88
1670598960.306129, 395.73, 395.77, 395.82, 395.71, -0.08, 0.02, False, False, False, True, False, True, False, 395.54, 395.54, 395.54, 395.54, 99477.88, 0.0, 99477.88
1670601000.306129, 395.84, 395.88, 395.85, 395.82, -0.05, 0.01, False, False, False, False, False, False, False, 395.63, 395.63, 395.63, 395.63, 99472.38, -19781.5, 119253.88
1670601360.306129, 396.16, 396.12, 395.96, 396.23, 0.11, 0.04, False, False, True, False, False, True, False, 396.36, 396.36, 396.36, 396.36, 99471.38, 0.0, 99471.38
1670607420.306129, 396.96, 396.93, 396.94, 397.0, 0.01, -0.06, False, False, False, False, False, False, False, 397.17, 397.17, 397.17, 397.17, 99510.88, 19858.5, 79652.38
1670607540.306129, 396.98, 396.96, 396.94, 397.01, 0.03, -0.03, False, False, True, False, False, True, False, 397.05, 397.05, 397.05, 397.05, 99509.88, 0.0, 99509.88
1670614140.306129, 395.8, 395.78, 395.79, 395.87, 0.01, -0.01, False, False, False, False, False, False, False, 395.93, 395.93, 395.93, 395.93, 99452.88, 19796.5, 79656.38
1670614200.306129, 395.8, 395.78, 395.79, 395.85, 0.01, -0.0, False, False, True, False, False, True, False, 395.89, 395.89, 395.89, 395.89, 99451.88, 0.0, 99451.88
1670614980.306129, 395.77, 395.82, 395.79, 395.73, 0.0, 0.02, False, False, False, False, False, False, False, 395.56, 395.56, 395.56, 395.56, 99434.38, 19778.0, 79656.38
1670615340.306129, 395.82, 395.8, 395.81, 395.84, 0.01, 0.0, False, False, True, False, False, True, False, 395.91, 395.91, 395.91, 395.91, 99433.38, 0.0, 99433.38
1670617800.306129, 395.65, 395.68, 395.79, 395.59, -0.09, -0.06, False, False, False, False, False, False, False, 395.45, 395.45, 395.45, 395.45, 99409.38, 19772.5, 79636.88
1670857200.306129, 394.39, 394.36, 394.34, 394.52, 0.15, 0.08, False, False, True, False, False, True, False, 394.64, 394.64, 394.64, 394.64, 99408.38, 0.0, 99408.38
1670858820.306129, 394.36, 394.33, 394.34, 394.38, 0.06, 0.02, False, False, False, False, False, False, False, 394.48, 394.48, 394.48, 394.48, 99399.38, 19724.0, 79675.38
1670861040.306129, 394.59, 394.57, 394.43, 394.63, 0.11, 0.05, False, False, True, False, False, True, False, 394.69, 394.69, 394.69, 394.69, 99398.38, 0.0, 99398.38
1670868360.306129, 395.55, 395.58, 395.57, 395.48, -0.05, 0.02, False, False, False, False, False, False, False, 395.41, 395.41, 395.41, 395.41, 99433.38, 19770.5, 79662.88
1670868420.306129, 395.51, 395.55, 395.56, 395.44, -0.05, 0.01, False, False, False, True, False, True, False, 395.27, 395.27, 395.27, 395.27, 99432.38, 0.0, 99432.38
1670872140.306129, 395.69, 395.72, 395.71, 395.65, -0.02, 0.02, False, False, False, False, False, False, False, 395.54, 395.54, 395.54, 395.54, 99417.88, -19777.0, 119194.88
1670873220.306129, 395.68, 395.65, 395.67, 395.73, 0.0, -0.03, False, False, True, False, False, True, False, 395.87, 395.87, 395.87, 395.87, 99416.88, 0.0, 99416.88
1670877000.306129, 397.95, 397.92, 397.24, 398.01, 0.34, 0.34, False, False, False, False, False, False, False, 398.08, 398.08, 398.08, 398.08, 99526.38, 19904.0, 79622.38
1670945100.306129, 406.49, 406.62, 406.51, 406.17, -0.68, -0.38, False, False, False, True, False, True, False, 405.79, 405.79, 405.79, 405.79, 99525.38, 0.0, 99525.38
1670949240.306129, 405.04, 404.98, 405.0, 405.15, 0.18, 0.05, False, False, False, False, False, False, False, 405.33, 405.33, 405.33, 405.33, 99546.92000000001, -19861.17, 119408.09000000001
1670949300.306129, 405.17, 405.07, 405.04, 405.29, 0.23, 0.09, False, False, True, False, False, True, False, 405.66, 405.66, 405.66, 405.66, 99545.92000000001, 0.0, 99545.92000000001
1670949660.306129, 404.98, 405.0, 404.99, 404.94, 0.09, 0.13, False, False, False, False, False, False, False, 404.93, 404.93, 404.93, 404.93, 99509.15000000002, 19841.57, 79667.58000000002
1670949720.306129, 404.89, 404.95, 404.97, 404.87, 0.05, 0.11, False, False, False, True, False, True, False, 404.67, 404.67, 404.67, 404.67, 99508.15000000002, 0.0, 99508.15000000002
1670957640.306129, 401.25, 401.32, 401.28, 401.09, -0.09, 0.05, False, False, False, False, False, False, False, 400.84, 400.84, 400.84, 400.84, 99694.82000000002, -19641.16, 119335.98000000003
1670957700.306129, 401.18, 401.27, 401.26, 401.04, -0.11, 0.01, False, False, False, True, False, True, False, 400.74, 400.74, 400.74, 400.74, 99693.82000000002, 0.0, 99693.82000000002
1670961360.306129, 401.91, 401.98, 401.96, 401.79, -0.11, 0.1, False, False, False, False, False, False, False, 401.49, 401.49, 401.49, 401.49, 99655.32000000002, -20074.5, 119729.82000000002
1670961420.306129, 401.78, 401.89, 401.92, 401.64, -0.15, 0.05, False, False, False, True, False, True, False, 401.16, 401.16, 401.16, 401.16, 99654.32000000002, 0.0, 99654.32000000002
1670963100.306129, 401.2, 401.13, 401.19, 401.32, 0.02, -0.08, False, False, False, False, False, False, False, 401.62, 401.62, 401.62, 401.62, 99630.32000000002, -20081.0, 119711.32000000002
1670963160.306129, 401.21, 401.19, 401.2, 401.33, 0.04, -0.06, False, False, True, False, False, True, False, 401.4, 401.4, 401.4, 401.4, 99629.32000000002, 0.0, 99629.32000000002
1670963400.306129, 401.44, 401.4, 401.28, 401.62, 0.08, -0.0, False, False, False, False, False, False, False, 401.73, 401.73, 401.73, 401.73, 99644.82000000002, 20086.5, 79558.32000000002
1671033840.306129, 404.47, 404.4, 404.12, 404.58, 0.13, 0.07, False, False, True, False, False, True, False, 404.84, 404.84, 404.84, 404.84, 99643.82000000002, 0.0, 99643.82000000002
1671041160.306129, 403.96, 403.91, 403.94, 404.03, 0.06, -0.01, False, False, False, False, False, False, False, 404.23, 404.23, 404.23, 404.23, 99612.93000000002, 19807.27, 79805.66000000002
1671041220.306129, 403.98, 403.95, 403.94, 404.04, 0.07, 0.01, False, False, True, False, False, True, False, 404.19, 404.19, 404.19, 404.19, 99611.93000000002, 0.0, 99611.93000000002
1671042300.306129, 403.97, 403.97, 403.96, 403.98, 0.0, 0.01, False, False, False, False, False, False, False, 403.94, 403.94, 403.94, 403.94, 99598.68000000002, 19793.06, 79805.62000000002
1671042720.306129, 404.23, 404.19, 404.05, 404.29, 0.12, 0.06, False, False, True, False, False, True, False, 404.48, 404.48, 404.48, 404.48, 99597.68000000002, 0.0, 99597.68000000002
1671048300.306129, 399.67, 399.43, 399.58, 400.04, 0.35, 0.07, False, False, False, False, False, False, False, 401.1, 401.1, 401.1, 401.1, 99431.06000000003, 19653.9, 79777.16000000002
1671048360.306129, 399.66, 399.59, 399.58, 399.96, 0.42, 0.14, False, False, True, False, False, True, False, 400.13, 400.13, 400.13, 400.13, 99430.06000000003, 0.0, 99430.06000000003
