time, fast, slow, tLine, macd, signalLine, longBool, shortBool, enterFlag, entryFlag, askPrice, bidPrice, lastPrice, midPrice
1666873299.0, 382.19, 382.35, 382.19, -0.41, -0.54, False, False, False, False, 381.74, 381.68, 381.73, 381.71
1666873300.0, 382.2, 382.35, 382.2, -0.41, -0.54, False, False, False, False, 381.75, 381.69, 381.73, 381.72
1666873301.0, 382.2, 382.35, 382.2, -0.41, -0.54, False, False, False, False, 381.75, 381.72, 381.73, 381.74
1666873302.0, 382.19, 382.34, 382.19, -0.41, -0.54, False, False, False, False, 381.69, 381.65, 381.73, 381.67
1666873303.0, 382.18, 382.34, 382.18, -0.41, -0.54, False, False, False, False, 381.65, 381.59, 381.65, 381.62
1666873304.0, 382.18, 382.34, 382.18, -0.41, -0.54, False, False, False, False, 381.62, 381.57, 381.58, 381.6
1666873305.0, 382.17, 382.34, 382.17, -0.41, -0.54, False, False, False, False, 381.6, 381.56, 381.57, 381.58
1666873306.0, 382.17, 382.34, 382.17, -0.41, -0.54, False, False, False, False, 381.6, 381.56, 381.57, 381.58
1666873307.0, 382.17, 382.34, 382.17, -0.41, -0.54, False, False, False, False, 381.55, 381.52, 381.55, 381.53
1666873308.0, 382.17, 382.34, 382.17, -0.41, -0.54, False, False, False, False, 381.55, 381.51, 381.55, 381.53
1666873309.0, 382.17, 382.34, 382.17, -0.41, -0.54, False, False, False, False, 381.55, 381.5, 381.51, 381.52
1666873310.0, 382.17, 382.34, 382.17, -0.41, -0.54, False, False, False, False, 381.55, 381.51, 381.51, 381.53
1666873311.0, 382.17, 382.34, 382.17, -0.41, -0.54, False, False, False, False, 381.57, 381.52, 381.52, 381.54
1666873312.0, 382.17, 382.34, 382.17, -0.41, -0.54, False, False, False, False, 381.56, 381.51, 381.52, 381.53
1666873313.0, 382.18, 382.34, 382.18, -0.41, -0.54, False, False, False, False, 381.62, 381.57, 381.52, 381.6
1666873314.0, 382.18, 382.34, 382.18, -0.41, -0.54, False, False, False, False, 381.64, 381.59, 381.52, 381.62
1666873315.0, 382.19, 382.34, 382.19, -0.41, -0.54, False, False, False, False, 381.68, 381.63, 381.52, 381.65
1666873316.0, 382.19, 382.34, 382.19, -0.41, -0.54, False, False, False, False, 381.71, 381.68, 381.52, 381.69
1666873317.0, 382.19, 382.34, 382.19, -0.41, -0.54, False, False, False, False, 381.7, 381.64, 381.52, 381.67
1666873318.0, 382.19, 382.34, 382.19, -0.41, -0.54, False, False, False, False, 381.69, 381.64, 381.52, 381.66
1666873319.0, 382.18, 382.34, 382.18, -0.41, -0.54, False, False, False, False, 381.65, 381.59, 381.52, 381.62
1666873320.0, 382.18, 382.34, 382.18, -0.41, -0.54, False, False, False, False, 381.67, 381.63, 381.52, 381.65
1666873321.0, 382.18, 382.34, 382.18, -0.41, -0.54, False, False, False, False, 381.66, 381.6, 381.52, 381.63
1666873322.0, 382.19, 382.34, 382.19, -0.41, -0.54, False, False, False, False, 381.71, 381.67, 381.52, 381.69
1666873323.0, 382.19, 382.34, 382.19, -0.41, -0.54, False, False, False, False, 381.72, 381.69, 381.52, 381.71
1666873324.0, 382.19, 382.34, 382.19, -0.41, -0.54, False, False, False, False, 381.72, 381.68, 381.52, 381.7
1666873325.0, 382.2, 382.35, 382.2, -0.41, -0.54, False, False, False, False, 381.78, 381.74, 381.72, 381.76
1666873326.0, 382.21, 382.35, 382.21, -0.41, -0.54, False, False, False, False, 381.86, 381.8, 381.72, 381.83
1666873327.0, 382.2, 382.35, 382.2, -0.41, -0.54, False, False, False, False, 381.81, 381.75, 381.72, 381.78
1666873328.0, 382.2, 382.35, 382.2, -0.41, -0.54, False, False, False, False, 381.81, 381.77, 381.72, 381.79
1666873329.0, 382.2, 382.35, 382.2, -0.41, -0.54, False, False, False, False, 381.78, 381.72, 381.72, 381.75
1666873330.0, 382.21, 382.35, 382.21, -0.41, -0.54, False, False, False, False, 381.82, 381.77, 381.72, 381.79
1666873331.0, 382.21, 382.35, 382.21, -0.41, -0.54, False, False, False, False, 381.84, 381.79, 381.72, 381.81
1666873332.0, 382.23, 382.35, 382.23, -0.41, -0.54, False, False, False, False, 381.97, 381.92, 381.91, 381.95
1666873333.0, 382.23, 382.35, 382.23, -0.41, -0.54, False, False, False, False, 381.97, 381.94, 381.91, 381.96
1666873334.0, 382.23, 382.35, 382.23, -0.41, -0.54, False, False, False, False, 381.97, 381.93, 381.91, 381.95
1666873335.0, 382.22, 382.35, 382.22, -0.41, -0.54, False, False, False, False, 381.94, 381.89, 381.91, 381.91
1666873336.0, 382.22, 382.35, 382.22, -0.41, -0.54, False, False, False, False, 381.94, 381.9, 381.9, 381.92
1666873337.0, 382.23, 382.36, 382.23, -0.41, -0.54, False, False, False, False, 382.0, 381.94, 381.94, 381.97
1666873338.0, 382.23, 382.35, 382.23, -0.41, -0.54, False, False, False, False, 381.97, 381.92, 381.94, 381.95
1666873339.0, 382.23, 382.35, 382.23, -0.41, -0.54, False, False, False, False, 381.96, 381.92, 381.95, 381.94
1666873340.0, 382.23, 382.35, 382.23, -0.41, -0.54, False, False, False, False, 381.98, 381.94, 381.95, 381.96
1666873341.0, 382.23, 382.36, 382.23, -0.41, -0.54, False, False, False, False, 382.0, 381.95, 381.95, 381.98
