timestamp,index,open,high,low,close,volume
2022-12-08 15:30:00-05:00,1670531400,396.17,396.49,396.12,396.44,1541
2022-12-08 15:31:00-05:00,1670531460,396.44,396.58,396.33,396.45,1543
2022-12-08 15:32:00-05:00,1670531520,396.44,396.45,396.23,396.24,1084
2022-12-08 15:33:00-05:00,1670531580,396.24,396.26,395.93,395.95,2627
2022-12-08 15:34:00-05:00,1670531640,395.96,396.02,395.88,395.96,1211
2022-12-08 15:35:00-05:00,1670531700,395.96,395.98,395.79,395.88,1377
2022-12-08 15:36:00-05:00,1670531760,395.88,395.95,395.84,395.91,1045
2022-12-08 15:37:00-05:00,1670531820,395.91,396.0,395.77,395.99,810
2022-12-08 15:38:00-05:00,1670531880,395.99,396.02,395.81,395.83,1133
2022-12-08 15:39:00-05:00,1670531940,395.82,395.93,395.75,395.76,881
2022-12-08 15:40:00-05:00,1670532000,395.77,395.82,395.66,395.73,1238
2022-12-08 15:41:00-05:00,1670532060,395.75,395.83,395.69,395.75,1090
2022-12-08 15:42:00-05:00,1670532120,395.75,395.75,395.59,395.68,1197
2022-12-08 15:43:00-05:00,1670532180,395.69,395.83,395.66,395.79,1479
2022-12-08 15:44:00-05:00,1670532240,395.81,395.88,395.72,395.76,1113
2022-12-08 15:45:00-05:00,1670532300,395.77,395.77,395.46,395.54,1506
2022-12-08 15:46:00-05:00,1670532360,395.52,395.59,395.41,395.48,1692
2022-12-08 15:47:00-05:00,1670532420,395.47,395.58,395.34,395.38,1656
2022-12-08 15:48:00-05:00,1670532480,395.39,395.42,395.25,395.32,2361
2022-12-08 15:49:00-05:00,1670532540,395.32,395.38,395.08,395.34,2462
2022-12-08 15:50:00-05:00,1670532600,395.33,395.33,395.01,395.13,3114
2022-12-08 15:51:00-05:00,1670532660,395.12,395.35,395.01,395.31,3123
2022-12-08 15:52:00-05:00,1670532720,395.33,395.61,395.28,395.58,2839
2022-12-08 15:53:00-05:00,1670532780,395.57,395.61,395.32,395.36,2604
2022-12-08 15:54:00-05:00,1670532840,395.36,395.81,395.36,395.78,3769
2022-12-08 15:55:00-05:00,1670532900,395.77,395.99,395.64,395.98,2835
2022-12-08 15:56:00-05:00,1670532960,395.98,396.25,395.96,396.18,3332
2022-12-08 15:57:00-05:00,1670533020,396.16,396.21,395.9,396.08,3213
2022-12-08 15:58:00-05:00,1670533080,396.06,396.23,396.04,396.21,4543
2022-12-08 15:59:00-05:00,1670533140,396.21,396.35,396.09,396.21,11357
2022-12-09 09:30:00-05:00,1670596200,394.94,395.36,394.94,395.28,3688
2022-12-09 09:31:00-05:00,1670596260,395.28,395.31,394.45,394.49,2277
2022-12-09 09:32:00-05:00,1670596320,394.5,395.15,394.12,395.1,3143
2022-12-09 09:33:00-05:00,1670596380,395.12,395.53,395.01,395.45,2100
2022-12-09 09:34:00-05:00,1670596440,395.48,395.62,395.29,395.41,1610
2022-12-09 09:35:00-05:00,1670596500,395.45,395.62,395.11,395.52,1624
2022-12-09 09:36:00-05:00,1670596560,395.54,396.07,395.49,396.0,2146
2022-12-09 09:37:00-05:00,1670596620,395.97,396.17,395.84,396.16,1779
2022-12-09 09:38:00-05:00,1670596680,396.15,396.21,395.88,396.07,1715
2022-12-09 09:39:00-05:00,1670596740,396.09,396.18,395.72,395.78,2399
2022-12-09 09:40:00-05:00,1670596800,395.77,395.97,395.72,395.84,1441
2022-12-09 09:41:00-05:00,1670596860,395.8,395.81,395.33,395.53,1816
2022-12-09 09:42:00-05:00,1670596920,395.52,395.93,395.49,395.89,1052
2022-12-09 09:43:00-05:00,1670596980,395.89,395.95,395.59,395.89,1289
2022-12-09 09:44:00-05:00,1670597040,395.91,396.45,395.83,396.38,2257
2022-12-09 09:45:00-05:00,1670597100,396.38,396.89,396.36,396.59,2658
2022-12-09 09:46:00-05:00,1670597160,396.6,396.75,396.24,396.33,1704
2022-12-09 09:47:00-05:00,1670597220,396.34,396.42,396.16,396.2,1323
2022-12-09 09:48:00-05:00,1670597280,396.21,396.34,395.93,396.07,1821
2022-12-09 09:49:00-05:00,1670597340,396.05,396.11,395.97,396.0,1907
2022-12-09 09:50:00-05:00,1670597400,396.0,396.0,395.43,395.45,2065
2022-12-09 09:51:00-05:00,1670597460,395.45,395.88,395.25,395.67,1703
2022-12-09 09:52:00-05:00,1670597520,395.73,395.81,395.42,395.54,1046
2022-12-09 09:53:00-05:00,1670597580,395.55,395.6,395.15,395.43,1358
2022-12-09 09:54:00-05:00,1670597640,395.43,395.59,395.19,395.4,967
2022-12-09 09:55:00-05:00,1670597700,395.4,395.67,395.08,395.1,1355
2022-12-09 09:56:00-05:00,1670597760,395.09,395.44,395.07,395.37,1150
2022-12-09 09:57:00-05:00,1670597820,395.39,395.69,395.38,395.64,823
2022-12-09 09:58:00-05:00,1670597880,395.62,395.66,395.35,395.41,823
2022-12-09 09:59:00-05:00,1670597940,395.41,395.76,395.36,395.74,1003
2022-12-09 10:00:00-05:00,1670598000,395.7,396.7,394.72,395.47,7541
2022-12-09 10:01:00-05:00,1670598060,395.51,396.04,395.45,396.0,1940
2022-12-09 10:02:00-05:00,1670598120,396.0,396.08,395.38,395.93,1829
2022-12-09 10:03:00-05:00,1670598180,395.93,396.55,395.93,396.47,2197
2022-12-09 10:04:00-05:00,1670598240,396.47,396.58,395.98,396.18,1394
2022-12-09 10:05:00-05:00,1670598300,396.17,396.44,395.92,396.34,1107
2022-12-09 10:06:00-05:00,1670598360,396.36,396.61,396.27,396.38,768
2022-12-09 10:07:00-05:00,1670598420,396.37,396.45,395.99,396.1,938
2022-12-09 10:08:00-05:00,1670598480,396.1,396.1,395.62,395.83,1237
2022-12-09 10:09:00-05:00,1670598540,395.83,396.35,395.78,396.13,1165
2022-12-09 10:10:00-05:00,1670598600,396.18,396.48,396.13,396.27,929
2022-12-09 10:11:00-05:00,1670598660,396.26,396.27,395.9,395.91,847
2022-12-09 10:12:00-05:00,1670598720,395.95,395.97,395.54,395.74,1266
2022-12-09 10:13:00-05:00,1670598780,395.75,395.8,395.46,395.57,798
2022-12-09 10:14:00-05:00,1670598840,395.56,395.97,395.31,395.97,1294
2022-12-09 10:15:00-05:00,1670598900,395.95,396.12,395.47,395.54,1820
2022-12-09 10:16:00-05:00,1670598960,395.54,395.6,395.34,395.43,974
2022-12-09 10:17:00-05:00,1670599020,395.46,395.82,395.3,395.34,844
2022-12-09 10:18:00-05:00,1670599080,395.34,395.72,395.3,395.65,786
2022-12-09 10:19:00-05:00,1670599140,395.63,395.75,395.42,395.54,810
2022-12-09 10:20:00-05:00,1670599200,395.56,395.63,395.24,395.28,618
2022-12-09 10:21:00-05:00,1670599260,395.27,395.69,395.17,395.63,729
