time, fast, fast1, slow, tLine, macd, signalLine, longBool, shorBool, longFlag, shortFlag, enterFlag, entryFlag, exitFlag, askPrice, bidPrice, lastPrice, midPrice, portfolioValue, positionValue, cash 
1670598000.0, 395.62, 395.59, 395.7, 395.64, -0.08, -0.06, False, False, False, False, False, False, False, 395.73, 395.68, 395.7, 395.71, 298993.95, 791.12, 299625.23
1670598001.0, 395.71, 395.59, 395.73, 395.77, -0.08, -0.06, False, False, False, False, False, False, False, 396.33, 396.29, 396.26, 396.31, 298993.95, 791.12, 299625.23
1670598003.0, 395.72, 395.59, 395.73, 395.8, -0.08, -0.06, False, False, False, False, False, False, False, 396.46, 396.31, 396.32, 396.38, 298993.95, 791.12, 299625.23
1670598004.0, 395.73, 395.59, 395.74, 395.81, -0.08, -0.06, False, False, False, False, False, False, False, 396.5, 396.45, 396.6, 396.48, 298993.95, 791.12, 299625.23
1670598005.0, 395.77, 395.69, 395.74, 395.85, -0.02, -0.05, False, False, True, False, False, True, False, 396.21, 396.12, 396.23, 396.16, 298993.95, 791.12, 299625.23
1670598007.0, 395.73, 395.69, 395.73, 395.77, -0.02, -0.05, False, False, True, False, False, True, False, 395.88, 395.81, 396.12, 395.85, 298980.2, 59016.29, 239804.07
1670598008.0, 395.71, 395.69, 395.73, 395.75, -0.02, -0.05, False, False, True, False, False, True, False, 395.76, 395.72, 395.71, 395.74, 298980.2, 59016.29, 239804.07
1670598010.0, 395.76, 395.69, 395.74, 395.82, -0.02, -0.05, True, False, True, False, True, True, False, 396.09, 396.04, 396.09, 396.06, 298980.2, 59016.29, 239804.07
1670598011.0, 395.71, 395.67, 395.73, 395.76, -0.03, -0.05, True, False, True, False, True, True, False, 395.89, 395.78, 395.86, 395.83, 298980.2, 59016.29, 239804.07
1670598013.0, 395.76, 395.67, 395.74, 395.83, -0.03, -0.05, True, False, True, False, True, True, False, 396.2, 396.11, 396.16, 396.15, 298980.2, 59016.29, 239804.07
1670598014.0, 395.75, 395.67, 395.74, 395.82, -0.03, -0.05, True, False, True, False, True, True, False, 396.17, 396.04, 396.34, 396.11, 298980.2, 59016.29, 239804.07
1670598015.0, 395.74, 395.67, 395.73, 395.8, -0.03, -0.05, True, False, True, False, True, True, False, 396.11, 396.04, 396.07, 396.08, 298980.2, 59016.29, 239804.07
1670598017.0, 395.74, 395.67, 395.73, 395.8, -0.03, -0.05, True, False, True, False, True, True, False, 396.1, 396.03, 396.02, 396.06, 298980.2, 59016.29, 239804.07
1670598018.0, 395.72, 395.67, 395.73, 395.77, -0.03, -0.05, True, False, True, False, True, True, False, 395.96, 395.89, 395.93, 395.92, 298980.2, 59016.29, 239804.07
1670598019.0, 395.74, 395.67, 395.73, 395.79, -0.03, -0.05, True, False, True, False, True, True, False, 396.07, 395.99, 396.08, 396.03, 298980.2, 59016.29, 239804.07
