time, fast, fast1, slow, tLine, macd, signalLine, longBool, shorBool, longFlag, shortFlag, enterFlag, entryFlag, exitFlag, askPrice, bidPrice, lastPrice, midPrice, portfolioValue, positionValue, cash 
1669215601.0, 401.34, 401.33, 400.69, 401.4, 0.69, 0.54, False, False, True, False, False, True, False, 401.44, 401.39, 401.4, 401.41, 299906.67, 0.0, 299301.86
1669215627.0, 401.34, 401.35, 400.71, 401.4, 0.72, 0.58, False, False, False, False, False, False, False, 401.31, 401.27, 401.26, 401.29, 299909.63, 89919.92, 299267.14
1669215749.0, 401.27, 401.26, 400.74, 401.32, 0.7, 0.57, False, False, True, False, False, True, False, 401.37, 401.36, 401.37, 401.37, 299868.74, 0.0, 299263.93
1669216150.0, 401.58, 401.57, 400.97, 401.65, 0.75, 0.61, False, False, False, False, False, False, False, 401.59, 401.58, 401.57, 401.58, 299977.83, 90017.09, 299305.37
1669216151.0, 401.59, 401.57, 400.98, 401.66, 0.75, 0.61, False, False, True, False, False, True, False, 401.62, 401.61, 401.61, 401.62, 299906.97, 0.0, 299302.16
1669216274.0, 401.65, 401.64, 401.04, 401.69, 0.78, 0.64, False, False, False, False, False, False, False, 401.66, 401.65, 401.64, 401.65, 299903.61, 89958.4, 299310.0
1669216275.0, 401.66, 401.64, 401.04, 401.7, 0.78, 0.64, False, False, True, False, False, True, False, 401.74, 401.73, 401.71, 401.74, 299911.6, 0.0, 299306.79
1669216301.0, 401.66, 401.65, 401.06, 401.67, 0.77, 0.64, False, False, False, False, False, False, False, 401.65, 401.64, 401.65, 401.64, 299884.87, 0.0, 299280.06
1669216313.0, 401.66, 401.65, 401.06, 401.67, 0.77, 0.64, False, False, True, False, False, True, False, 401.67, 401.66, 401.65, 401.67, 299884.87, 0.0, 299280.06
1669216328.0, 401.65, 401.65, 401.06, 401.65, 0.77, 0.64, False, False, False, False, False, False, False, 401.57, 401.56, 401.56, 401.56, 299874.41, 9639.6, 299267.44
1669216344.0, 401.66, 401.65, 401.09, 401.65, 0.76, 0.64, False, False, True, False, False, True, False, 401.67, 401.66, 401.66, 401.67, 299871.03, 0.0, 299266.22
1669216462.0, 401.69, 401.69, 401.14, 401.69, 0.77, 0.64, False, False, False, False, False, False, False, 401.68, 401.67, 401.7, 401.68, 299868.56, 89972.74, 299271.82
1669216467.0, 401.7, 401.69, 401.14, 401.7, 0.77, 0.64, False, False, True, False, False, True, False, 401.71, 401.7, 401.7, 401.7, 299873.42, 0.0, 299268.61
1669216474.0, 401.69, 401.69, 401.14, 401.69, 0.77, 0.64, False, False, False, False, False, False, False, 401.68, 401.66, 401.67, 401.67, 299873.64, 89982.14, 299263.01
1669221322.0, 401.99, 402.0, 402.05, 401.95, 0.46, 0.57, False, False, False, True, False, True, False, 401.9, 401.89, 401.9, 401.89, 299864.61, 0.0, 299259.8
1669221740.0, 401.9, 401.89, 402.0, 401.86, 0.44, 0.55, False, False, False, False, False, False, False, 401.92, 401.91, 401.91, 401.92, 299880.21, 90004.54, 299249.87
1669221868.0, 401.9, 401.91, 401.98, 401.87, 0.45, 0.55, False, False, False, True, False, True, False, 401.83, 401.82, 401.85, 401.82, 299853.56, 0.0, 299248.75
1669223164.0, 400.55, 400.52, 401.17, 400.46, -0.04, 0.24, False, False, False, False, False, False, False, 400.58, 400.56, 400.57, 400.57, 300142.65, 89717.38, 299527.54
1669223755.0, 400.67, 400.69, 401.02, 400.68, -0.07, 0.14, False, False, False, True, False, True, False, 400.66, 400.64, 400.67, 400.65, 300131.23, 0.0, 299526.42
1669223769.0, 400.66, 400.67, 401.02, 400.66, -0.07, 0.14, False, False, False, False, False, False, False, 400.68, 400.66, 400.68, 400.67, 300123.3, 90150.95, 299516.45
1669223775.0, 400.66, 400.67, 401.01, 400.66, -0.07, 0.14, False, False, False, True, False, True, False, 400.65, 400.64, 400.65, 400.64, 300120.13, 0.0, 299515.32
1669223789.0, 400.65, 400.66, 401.0, 400.67, -0.07, 0.14, False, False, False, False, False, False, False, 400.71, 400.7, 400.71, 400.7, 300117.81, 90143.1, 299498.6
1669224297.0, 400.77, 400.78, 400.97, 400.8, -0.07, 0.1, False, False, False, True, False, True, False, 400.74, 400.73, 400.75, 400.74, 300102.29, 0.0, 299497.48
