time, fast, slow, tLine, macd, signalLine, longBool, shortBool, enterFlag, entryFlag, askPrice, bidPrice, lastPrice, midPrice
1668170020.0, 394.66, 393.79, 394.66, 0.85, 0.66, False, False, False, True, 396.25, 396.23, 396.21, 396.24
1668170021.0, 394.66, 393.79, 394.66, 0.85, 0.66, True, False, True, True, 396.25, 396.23, 396.21, 396.24
1668170022.0, 394.66, 393.79, 394.66, 0.85, 0.66, True, False, True, True, 396.25, 396.23, 396.21, 396.24
1668170023.0, 394.66, 393.79, 394.66, 0.85, 0.66, True, False, True, True, 396.25, 396.21, 396.21, 396.23
1668170024.0, 394.66, 393.79, 394.66, 0.85, 0.66, True, False, True, True, 396.25, 396.2, 396.21, 396.23
1668170025.0, 394.66, 393.79, 394.66, 0.85, 0.66, True, False, True, True, 396.25, 396.2, 396.21, 396.23
1668170026.0, 394.66, 393.79, 394.66, 0.85, 0.66, True, False, True, True, 396.25, 396.2, 396.21, 396.23
1668170027.0, 394.66, 393.79, 394.66, 0.85, 0.66, True, False, True, True, 396.25, 396.2, 396.21, 396.23
1668170028.0, 394.66, 393.79, 394.66, 0.85, 0.66, True, False, True, True, 396.25, 396.2, 396.21, 396.23
1668170029.0, 394.66, 393.79, 394.66, 0.85, 0.66, True, False, True, True, 396.25, 396.2, 396.21, 396.23
1668170030.0, 394.66, 393.79, 394.66, 0.85, 0.66, True, False, True, True, 396.25, 396.2, 396.21, 396.23
1668170031.0, 394.66, 393.79, 394.66, 0.85, 0.66, True, False, True, True, 396.25, 396.21, 396.21, 396.23
1668170032.0, 394.66, 393.79, 394.66, 0.85, 0.66, True, False, True, True, 396.25, 396.2, 396.21, 396.23
1668170033.0, 394.66, 393.79, 394.66, 0.85, 0.66, True, False, True, True, 396.25, 396.23, 396.21, 396.24
1668170034.0, 394.66, 393.79, 394.66, 0.85, 0.66, True, False, True, True, 396.25, 396.23, 396.21, 396.24
1668170035.0, 394.66, 393.79, 394.66, 0.85, 0.66, True, False, True, True, 396.25, 396.23, 396.21, 396.24
1668170036.0, 394.67, 393.79, 394.67, 0.85, 0.66, True, False, True, True, 396.3, 396.24, 396.25, 396.27
1668170037.0, 394.67, 393.79, 394.67, 0.85, 0.66, True, False, True, True, 396.3, 396.24, 396.25, 396.27
1668170038.0, 394.67, 393.79, 394.67, 0.85, 0.66, True, False, True, True, 396.3, 396.25, 396.25, 396.27
1668170039.0, 394.67, 393.79, 394.67, 0.85, 0.66, True, False, True, True, 396.3, 396.25, 396.25, 396.27
1668170040.0, 394.67, 393.79, 394.67, 0.85, 0.66, True, False, True, True, 396.3, 396.25, 396.25, 396.27
1668170041.0, 394.67, 393.79, 394.67, 0.85, 0.66, True, False, True, True, 396.3, 396.25, 396.25, 396.27
1668170042.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.35, 396.3, 396.3, 396.33
1668170043.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.35, 396.3, 396.3, 396.33
1668170044.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.35, 396.3, 396.3, 396.33
1668170045.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.35, 396.3, 396.3, 396.33
1668170046.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.34, 396.28, 396.3, 396.31
1668170047.0, 394.67, 393.79, 394.67, 0.85, 0.66, True, False, True, True, 396.33, 396.28, 396.3, 396.3
1668170048.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.34, 396.3, 396.3, 396.32
1668170049.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.34, 396.3, 396.3, 396.32
1668170050.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.34, 396.3, 396.3, 396.32
1668170051.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.34, 396.32, 396.3, 396.33
1668170052.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.34, 396.32, 396.3, 396.33
1668170053.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.34, 396.32, 396.3, 396.33
1668170054.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.34, 396.32, 396.32, 396.33
1668170055.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.34, 396.32, 396.32, 396.33
1668170056.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.39, 396.34, 396.34, 396.37
1668170057.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.39, 396.34, 396.34, 396.37
1668170058.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.4, 396.36, 396.34, 396.38
1668170059.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.4, 396.36, 396.34, 396.38
1668170060.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.4, 396.36, 396.34, 396.38
1668170061.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.4, 396.37, 396.34, 396.38
1668170062.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.4, 396.37, 396.34, 396.38
1668170063.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.4, 396.36, 396.37, 396.38
1668170064.0, 394.68, 393.79, 394.68, 0.85, 0.66, True, False, True, True, 396.4, 396.37, 396.37, 396.38
1668170065.0, 394.69, 393.79, 394.69, 0.85, 0.66, True, False, True, True, 396.44, 396.41, 396.4, 396.43
1668170066.0, 394.69, 393.79, 394.69, 0.85, 0.66, True, False, True, True, 396.44, 396.42, 396.42, 396.43
1668170067.0, 394.7, 393.79, 394.7, 0.85, 0.66, True, False, True, True, 396.49, 396.43, 396.44, 396.46
1668170068.0, 394.7, 393.8, 394.7, 0.85, 0.66, True, False, True, True, 396.5, 396.44, 396.44, 396.47
1668170069.0, 394.7, 393.8, 394.7, 0.85, 0.66, True, False, True, True, 396.5, 396.44, 396.44, 396.47
1668170070.0, 394.7, 393.79, 394.7, 0.85, 0.66, True, False, True, True, 396.49, 396.44, 396.44, 396.47
1668170071.0, 394.7, 393.79, 394.7, 0.85, 0.66, True, False, True, True, 396.49, 396.43, 396.44, 396.46
1668170072.0, 394.7, 393.8, 394.7, 0.85, 0.66, True, False, True, True, 396.5, 396.47, 396.44, 396.49
1668170073.0, 394.7, 393.8, 394.7, 0.85, 0.66, True, False, True, True, 396.5, 396.47, 396.44, 396.49
1668170074.0, 394.7, 393.8, 394.7, 0.85, 0.66, True, False, True, True, 396.5, 396.47, 396.44, 396.49
1668170075.0, 394.7, 393.8, 394.7, 0.85, 0.66, True, False, True, True, 396.5, 396.47, 396.47, 396.49
1668170076.0, 394.7, 393.8, 394.7, 0.85, 0.66, True, False, True, True, 396.5, 396.47, 396.47, 396.49
1668170077.0, 394.7, 393.8, 394.7, 0.85, 0.66, True, False, True, True, 396.5, 396.47, 396.47, 396.49
1668170078.0, 394.7, 393.8, 394.7, 0.85, 0.66, True, False, True, True, 396.5, 396.46, 396.46, 396.48
1668170079.0, 394.7, 393.79, 394.7, 0.85, 0.66, True, False, True, True, 396.49, 396.43, 396.46, 396.46
1668170080.0, 394.69, 393.79, 394.69, 0.85, 0.66, True, False, True, True, 396.47, 396.43, 396.46, 396.45
1668170081.0, 394.69, 393.79, 394.69, 0.85, 0.66, True, False, True, True, 396.47, 396.43, 396.46, 396.45
