time, fast, slow, tLine, macd, signalLine, longBool, shortBool, enterFlag, entryFlag, askPrice, bidPrice, lastPrice, midPrice
time, fast, slow, tLine, macd, signalLine, longBool, shortBool, enterFlag, entryFlag, askPrice, bidPrice, lastPrice, midPrice
1667911097.0, 379.98, 379.98, 379.98, 0.5, 0.55, False, False, False, False, 380.7, 380.67, 380.62, 380.69
1667911098.0, 379.98, 379.97, 379.98, 0.5, 0.55, False, False, False, False, 380.68, 380.65, 380.67, 380.66
1667911099.0, 379.98, 379.97, 379.98, 0.5, 0.55, False, False, False, False, 380.66, 380.64, 380.67, 380.65
1667911100.0, 379.97, 379.97, 379.97, 0.5, 0.55, False, False, False, False, 380.63, 380.6, 380.62, 380.62
1667911101.0, 379.97, 379.97, 379.97, 0.5, 0.55, False, False, False, False, 380.63, 380.6, 380.62, 380.62
1667911102.0, 379.97, 379.97, 379.97, 0.5, 0.55, False, False, False, False, 380.63, 380.6, 380.62, 380.62
1667911103.0, 379.97, 379.97, 379.97, 0.5, 0.55, False, False, False, False, 380.63, 380.6, 380.62, 380.62
1667911104.0, 379.97, 379.97, 379.97, 0.5, 0.55, False, False, False, False, 380.63, 380.61, 380.63, 380.62
1667911105.0, 379.97, 379.97, 379.97, 0.5, 0.55, False, False, False, False, 380.63, 380.61, 380.63, 380.62
1667911106.0, 379.97, 379.97, 379.97, 0.5, 0.55, False, False, False, False, 380.6, 380.59, 380.61, 380.6
1667911107.0, 379.97, 379.97, 379.97, 0.5, 0.55, False, False, False, False, 380.6, 380.59, 380.61, 380.6
1667911108.0, 379.97, 379.97, 379.97, 0.5, 0.55, False, False, False, False, 380.6, 380.59, 380.61, 380.6
1667911109.0, 379.97, 379.97, 379.97, 0.5, 0.55, False, False, False, False, 380.6, 380.59, 380.61, 380.6
1667911110.0, 379.97, 379.97, 379.97, 0.5, 0.55, False, False, False, False, 380.63, 380.58, 380.6, 380.61
1667911111.0, 379.97, 379.97, 379.97, 0.5, 0.55, False, False, False, False, 380.63, 380.58, 380.6, 380.61
