2022-11-11 07:33:40-05:00,EXIT: Trail 1,396.25,394.66,393.79,393.6,392.75,0.85,0.66
2022-11-11 09:36:24-05:00,EXIT: Trail 1,394.73,394.72,394.02,393.89,393.02,0.87,0.73
2022-11-11 09:36:25-05:00,EXIT: Trail 1,394.73,394.72,394.02,393.89,393.02,0.87,0.73
2022-11-11 13:20:48-05:00,EXIT: Trail 1,397.26,397.11,396.54,396.44,396.07,0.37,0.3
2022-11-11 13:22:09-05:00,EXIT: Trail 1,397.2,397.12,396.6,396.43,396.06,0.37,0.3
2022-11-11 13:36:36-05:00,EXIT: Trail 1,397.69,397.75,397.14,397.06,396.51,0.55,0.41
2022-11-11 13:40:06-05:00,EXIT: Trail 1,397.65,397.62,397.17,397.02,396.49,0.53,0.41
2022-11-11 13:41:16-05:00,EXIT: Trail 1,397.6,397.63,397.19,397.13,396.59,0.54,0.44
2022-11-11 13:44:26-05:00,EXIT: Trail 1,397.62,397.57,397.24,397.11,396.58,0.53,0.44
2022-11-11 13:45:16-05:00,EXIT: Trail 1,397.56,397.57,397.24,397.12,396.58,0.54,0.44
2022-11-11 13:45:36-05:00,EXIT: Trail 1,397.65,397.58,397.26,397.18,396.66,0.52,0.45
2022-11-11 13:45:57-05:00,EXIT: Trail 1,397.55,397.57,397.26,397.2,396.67,0.53,0.46
2022-11-11 13:49:08-05:00,EXIT: Trail 1,397.56,397.55,397.28,397.17,396.66,0.51,0.45
2022-11-11 13:58:19-05:00,EXIT: Trail 1,397.95,397.97,397.52,397.46,396.9,0.56,0.49
2022-11-11 13:58:28-05:00,EXIT: Trail 1,398.05,397.98,397.54,397.43,396.89,0.54,0.49
2022-11-11 14:01:49-05:00,EXIT: Trail 1,398.06,398.05,397.62,397.56,397.01,0.55,0.5
2022-11-11 14:03:11-05:00,EXIT: Trail 1,398.09,398.03,397.63,397.54,397.0,0.54,0.5
2022-11-11 14:03:23-05:00,EXIT: Trail 1,398.0,398.02,397.64,397.55,397.0,0.55,0.5
2022-11-11 14:03:49-05:00,EXIT: Trail 1,398.06,398.02,397.64,397.54,397.0,0.54,0.5
2022-11-11 14:06:40-05:00,EXIT: Trail 1,398.15,398.16,397.73,397.7,397.12,0.58,0.51
2022-11-11 14:06:48-05:00,EXIT: Trail 1,398.21,398.15,397.72,397.68,397.11,0.57,0.51
