time, fast, fast1, slow, tLine, macd, signalLine, longBool, shorBool, longFlag, shortFlag, enterFlag, entryFlag, exitFlag, askPrice, bidPrice, lastPrice, midPrice, portfolioValue, positionValue, cash 
1669043040.182654, 395.09, 395.11, 395.23, 395.09, -0.14, -0.08, False, False, False, True, False, True, False, 394.93, 394.93, 394.93, 394.93, 100000.0, 0.0, 100000.0
1669047480.182654, 393.99, 393.97, 393.96, 394.06, 0.08, 0.05, False, False, False, False, False, False, False, 394.12, 394.12, 394.12, 394.12, 100036.76, 0.0, 100036.76
1669047540.182654, 393.97, 393.95, 393.96, 394.03, 0.06, 0.05, False, False, True, False, False, True, False, 394.1, 394.1, 394.1, 394.1, 100036.76, 0.0, 100036.76
1669050480.182654, 393.79, 393.77, 393.75, 393.78, 0.04, -0.02, False, False, False, False, False, False, False, 393.8, 393.8, 393.8, 393.8, 100025.57999999999, 0.0, 100025.57999999999
1669050540.182654, 393.84, 393.81, 393.76, 393.84, 0.06, -0.01, False, False, True, False, False, True, False, 393.99, 393.99, 393.99, 393.99, 100025.57999999999, 0.0, 100025.57999999999
1669051260.182654, 393.75, 393.77, 393.78, 393.75, -0.02, 0.01, False, False, False, False, False, False, False, 393.66, 393.66, 393.66, 393.66, 100010.82999999999, 0.0, 100010.82999999999
1669051560.182654, 393.82, 393.8, 393.8, 393.85, 0.0, 0.0, False, False, True, False, False, True, False, 393.95, 393.95, 393.95, 393.95, 100010.82999999999, 0.0, 100010.82999999999
1669053540.182654, 394.0, 394.03, 394.02, 393.93, -0.05, -0.0, False, False, False, False, False, False, False, 393.79, 393.79, 393.79, 393.79, 100003.73, 0.0, 100003.73
1669053600.182654, 394.02, 394.03, 394.03, 393.97, -0.04, -0.01, False, False, False, True, False, True, False, 393.92, 393.92, 393.92, 393.92, 100003.73, 0.0, 100003.73
1669063860.182654, 394.55, 394.54, 394.53, 394.61, 0.04, -0.01, False, False, False, False, False, False, False, 394.63, 394.63, 394.63, 394.63, 99957.35999999999, 0.0, 99957.35999999999
1669063920.182654, 394.62, 394.59, 394.55, 394.68, 0.06, 0.0, False, False, True, False, False, True, False, 394.75, 394.75, 394.75, 394.75, 99957.35999999999, 0.0, 99957.35999999999
1669136160.182654, 397.24, 397.23, 397.2, 397.29, 0.03, -0.02, False, False, False, False, False, False, False, 397.3, 397.3, 397.3, 397.3, 100085.91999999998, 0.0, 100085.91999999998
1669139640.182654, 397.52, 397.51, 397.51, 397.49, -0.03, -0.01, False, False, True, False, False, True, False, 397.52, 397.52, 397.52, 397.52, 100085.91999999998, 0.0, 100085.91999999998
1669144560.182654, 398.3, 398.32, 398.31, 398.26, -0.06, -0.03, False, False, False, False, False, False, False, 398.22, 398.22, 398.22, 398.22, 100119.41999999998, 0.0, 100119.41999999998
1669222080.182654, 401.68, 401.72, 401.9, 401.58, -0.14, -0.08, False, False, False, True, False, True, False, 401.49, 401.49, 401.49, 401.49, 100119.41999999998, 0.0, 100119.41999999998
1669227900.182654, 400.24, 400.22, 400.22, 400.28, 0.05, -0.01, False, False, False, False, False, False, False, 400.37, 400.37, 400.37, 400.37, 100172.91999999998, 0.0, 100172.91999999998
1669228140.182654, 400.38, 400.35, 400.27, 400.45, 0.09, 0.03, False, False, True, False, False, True, False, 400.55, 400.55, 400.55, 400.55, 100172.91999999998, 0.0, 100172.91999999998
1669232460.182654, 401.68, 401.71, 401.69, 401.63, -0.1, -0.02, False, False, False, False, False, False, False, 401.47, 401.47, 401.47, 401.47, 100212.91999999998, 0.0, 100212.91999999998
1669232880.182654, 402.01, 401.99, 401.79, 402.01, 0.09, 0.02, False, False, True, False, False, True, False, 402.09, 402.09, 402.09, 402.09, 100212.91999999998, 0.0, 100212.91999999998
1669393740.182654, 402.42, 402.46, 402.53, 402.35, -0.06, -0.03, False, False, False, False, False, False, False, 402.21, 402.21, 402.21, 402.21, 100228.91999999998, 0.0, 100228.91999999998
1669397160.182654, 402.42, 402.4, 402.41, 402.45, 0.02, -0.0, False, False, True, False, False, True, False, 402.54, 402.54, 402.54, 402.54, 100228.91999999998, 0.0, 100228.91999999998
1669654020.182654, 398.79, 398.79, 398.78, 398.82, 0.07, 0.04, False, False, False, False, False, False, False, 398.83, 398.83, 398.83, 398.83, 100043.91999999998, 0.0, 100043.91999999998
1669655040.182654, 398.59, 398.71, 398.76, 398.45, -0.07, 0.02, False, False, False, True, False, True, False, 397.85, 397.85, 397.85, 397.85, 100043.91999999998, 0.0, 100043.91999999998
