time, fast, fast1, slow, tLine, macd, signalLine, longBool, shorBool, longFlag, shortFlag, enterFlag, entryFlag, exitFlag, askPrice, bidPrice, lastPrice, midPrice, portfolioValue, positionValue, cash 
1669042800.182654, 395.23, 395.25, 395.28, 395.3, -0.06, -0.06, False, False, False, False, False, False, False, 395.21, 395.21, 395.21, 395.21, 100000.0, 0.0, 100000.0
1669042860.182654, 395.29, 395.26, 395.3, 395.4, -0.04, -0.06, False, False, False, False, False, False, False, 395.49, 395.49, 395.49, 395.49, 100000.0, 0.0, 100000.0
1669042920.182654, 395.23, 395.21, 395.28, 395.31, -0.09, -0.07, False, False, False, False, False, False, False, 395.45, 395.45, 395.45, 395.45, 100000.0, 0.0, 100000.0
1669042980.182654, 395.12, 395.16, 395.25, 395.14, -0.11, -0.07, False, False, False, False, False, False, False, 394.91, 394.91, 394.91, 394.91, 100000.0, 0.0, 100000.0
1669043040.182654, 395.09, 395.11, 395.23, 395.09, -0.14, -0.08, False, False, False, True, False, True, False, 394.93, 394.93, 394.93, 394.93, 100000.0, 0.0, 100000.0
1669043100.182654, 395.03, 395.06, 395.21, 395.0, -0.15, -0.09, False, True, False, True, True, True, False, 394.82, 394.82, 394.82, 394.82, 100004.60999999999, -20135.82, 120140.43
1669043160.182654, 394.96, 394.99, 395.18, 394.88, -0.17, -0.11, False, True, False, True, True, True, False, 394.74, 394.74, 394.74, 394.74, 100008.68999999999, -20131.74, 120140.43
1669043220.182654, 394.88, 394.93, 395.14, 394.77, -0.19, -0.12, False, True, False, True, True, True, False, 394.57, 394.57, 394.57, 394.57, 100017.35999999999, -20123.07, 120140.43
1669043280.182654, 394.84, 394.89, 395.12, 394.73, -0.19, -0.13, False, True, False, True, True, True, False, 394.51, 394.51, 394.51, 394.51, 100020.42, -20120.01, 120140.43
1669043340.182654, 394.84, 394.87, 395.11, 394.75, -0.18, -0.14, False, True, False, True, True, True, False, 394.62, 394.62, 394.62, 394.62, 100014.81, -20125.62, 120140.43
1669043400.182654, 394.84, 394.85, 395.1, 394.76, -0.18, -0.15, False, True, False, True, True, True, False, 394.73, 394.73, 394.73, 394.73, 100009.2, -20131.23, 120140.43
1669043460.182654, 394.81, 394.84, 395.08, 394.73, -0.17, -0.15, False, True, False, True, True, True, False, 394.62, 394.62, 394.62, 394.62, 100014.81, -20125.62, 120140.43
1669043520.182654, 394.82, 394.83, 395.07, 394.77, -0.14, -0.15, False, True, False, True, True, True, False, 394.7, 394.7, 394.7, 394.7, 100010.73, -20129.7, 120140.43
1669043580.182654, 394.81, 394.8, 395.06, 394.77, -0.13, -0.14, False, True, False, True, True, True, False, 394.8, 394.8, 394.8, 394.8, 100005.62999999999, -20134.8, 120140.43
