time, fast, fast1, slow, tLine, macd, signalLine, longBool, shorBool, longFlag, shortFlag, enterFlag, entryFlag, exitFlag, askPrice, bidPrice, lastPrice, midPrice, portfolioValue, positionValue, cash 
1669647600.0, 401.76, 402.08, 402.1, 401.58, -0.06, -0.03, False, False, False, False, False, False, False, 399.87, 399.85, 399.85, 399.86, 299958.56, 0.0, 299272.99
1669647601.0, 399.96, 399.98, 400.67, 399.88, -0.59, -0.35, False, False, False, True, False, True, False, 399.82, 399.81, 399.85, 399.81, 299958.56, 0.0, 299272.99
1669647602.0, 399.95, 399.98, 400.67, 399.87, -0.59, -0.35, False, True, False, True, True, True, False, 399.75, 399.73, 399.78, 399.74, 299958.56, 0.0, 299272.99
1669647603.0, 399.96, 399.98, 400.67, 399.87, -0.59, -0.35, False, True, False, True, True, True, False, 399.77, 399.76, 399.76, 399.76, 299958.56, 0.0, 299272.99
1669647604.0, 399.96, 399.98, 400.67, 399.87, -0.59, -0.35, False, True, False, True, True, True, False, 399.77, 399.76, 399.77, 399.76, 299958.56, 0.0, 299272.99
1669647605.0, 399.96, 399.98, 400.67, 399.88, -0.59, -0.35, False, True, False, True, True, True, False, 399.78, 399.76, 399.75, 399.77, 299958.56, 0.0, 299272.99
1669647606.0, 399.96, 399.98, 400.67, 399.88, -0.59, -0.35, False, True, False, True, True, True, False, 399.78, 399.77, 399.76, 399.77, 299958.56, 0.0, 299272.99
1669647607.0, 399.95, 399.98, 400.67, 399.87, -0.59, -0.35, False, True, False, True, True, True, False, 399.74, 399.73, 399.74, 399.74, 299958.56, 0.0, 299272.99
1669647608.0, 399.96, 399.98, 400.67, 399.87, -0.59, -0.35, False, True, False, True, True, True, False, 399.76, 399.74, 399.74, 399.75, 299958.56, 0.0, 299272.99
1669647609.0, 399.95, 399.98, 400.67, 399.87, -0.59, -0.35, False, True, False, True, True, True, False, 399.75, 399.74, 399.76, 399.75, 299958.56, 0.0, 299272.99
1669647610.0, 399.96, 399.98, 400.67, 399.87, -0.59, -0.35, False, True, False, True, True, True, False, 399.76, 399.74, 399.75, 399.75, 299958.56, 0.0, 299272.99
1669647611.0, 399.95, 399.98, 400.66, 399.86, -0.59, -0.35, False, True, False, True, True, True, False, 399.7, 399.69, 399.75, 399.69, 299958.56, 0.0, 299272.99
1669647612.0, 399.95, 399.98, 400.67, 399.86, -0.59, -0.35, False, True, False, True, True, True, False, 399.71, 399.7, 399.71, 399.7, 299958.56, 0.0, 299272.99
1669647613.0, 399.95, 399.98, 400.67, 399.86, -0.59, -0.35, False, True, False, True, True, True, False, 399.73, 399.71, 399.72, 399.72, 299958.56, 0.0, 299272.99
1669647614.0, 399.95, 399.98, 400.66, 399.86, -0.59, -0.35, False, True, False, True, True, True, False, 399.7, 399.68, 399.71, 399.69, 299958.56, 0.0, 299272.99
1669647615.0, 399.95, 399.98, 400.67, 399.86, -0.59, -0.35, False, True, False, True, True, True, False, 399.72, 399.7, 399.69, 399.71, 299958.56, 0.0, 299272.99
1669647616.0, 399.96, 399.98, 400.67, 399.87, -0.59, -0.35, False, True, False, True, True, True, False, 399.76, 399.74, 399.72, 399.75, 299958.56, 0.0, 299272.99
