timestamp,index,open,high,low,close,volume
2022-11-14 09:30:00-05:00,1668436200,396.66,396.93,396.49,396.77,4059
2022-11-14 09:31:00-05:00,1668436260,396.8,397.42,396.76,397.34,2943
2022-11-14 09:32:00-05:00,1668436320,397.36,397.59,397.04,397.4,3017
2022-11-14 09:33:00-05:00,1668436380,397.4,397.56,397.04,397.34,2354
2022-11-14 09:34:00-05:00,1668436440,397.34,397.49,396.84,396.94,2128
2022-11-14 09:35:00-05:00,1668436500,396.97,397.21,396.88,396.98,2183
2022-11-14 09:36:00-05:00,1668436560,396.97,397.23,396.76,397.22,1682
2022-11-14 09:37:00-05:00,1668436620,397.24,397.43,396.9,397.23,1499
2022-11-14 09:38:00-05:00,1668436680,397.23,397.47,397.16,397.28,1303
2022-11-14 09:39:00-05:00,1668436740,397.28,397.77,397.23,397.69,1330
2022-11-14 09:40:00-05:00,1668436800,397.71,397.8,397.03,397.14,3186
2022-11-14 09:41:00-05:00,1668436860,397.14,397.39,397.07,397.08,1422
2022-11-14 09:42:00-05:00,1668436920,397.06,397.23,396.8,396.84,2343
2022-11-14 09:43:00-05:00,1668436980,396.85,396.97,396.51,396.55,2442
2022-11-14 09:44:00-05:00,1668437040,396.53,396.76,396.34,396.62,2405
2022-11-14 09:45:00-05:00,1668437100,396.62,396.63,396.21,396.26,2015
2022-11-14 09:46:00-05:00,1668437160,396.28,396.72,396.15,396.6,2113
2022-11-14 09:47:00-05:00,1668437220,396.58,396.8,396.38,396.4,2759
2022-11-14 09:48:00-05:00,1668437280,396.39,396.41,395.92,396.24,3028
2022-11-14 09:49:00-05:00,1668437340,396.28,396.71,396.23,396.65,1796
2022-11-14 09:50:00-05:00,1668437400,396.65,397.06,396.56,396.73,1789
2022-11-14 09:51:00-05:00,1668437460,396.71,396.92,396.56,396.89,1285
2022-11-14 09:52:00-05:00,1668437520,396.89,397.12,396.71,396.94,2649
2022-11-14 09:53:00-05:00,1668437580,396.95,397.07,396.72,396.85,1597
2022-11-14 09:54:00-05:00,1668437640,396.86,396.95,396.71,396.86,1115
2022-11-14 09:55:00-05:00,1668437700,396.85,397.12,396.61,396.7,1805
2022-11-14 09:56:00-05:00,1668437760,396.72,397.05,396.72,396.88,1456
2022-11-14 09:57:00-05:00,1668437820,396.89,397.19,396.88,397.11,1885
2022-11-14 09:58:00-05:00,1668437880,397.12,397.28,396.85,397.08,1348
2022-11-14 09:59:00-05:00,1668437940,397.02,397.17,396.93,397.13,806
2022-11-14 10:00:00-05:00,1668438000,397.14,397.8,397.13,397.74,1705
2022-11-14 10:01:00-05:00,1668438060,397.75,397.82,397.49,397.65,1158
2022-11-14 10:02:00-05:00,1668438120,397.67,397.68,397.36,397.39,1074
2022-11-14 10:03:00-05:00,1668438180,397.42,397.9,397.41,397.75,1376
2022-11-14 10:04:00-05:00,1668438240,397.74,397.79,397.46,397.56,1303
2022-11-14 10:05:00-05:00,1668438300,397.58,397.67,397.23,397.32,1149
2022-11-14 10:06:00-05:00,1668438360,397.34,397.67,397.24,397.67,931
2022-11-14 10:07:00-05:00,1668438420,397.71,398.03,397.61,397.87,1409
2022-11-14 10:08:00-05:00,1668438480,397.88,398.14,397.78,398.14,1261
2022-11-14 10:09:00-05:00,1668438540,398.15,398.24,397.99,398.02,1183
2022-11-14 10:10:00-05:00,1668438600,398.04,398.49,398.01,398.29,1754
2022-11-14 10:11:00-05:00,1668438660,398.27,398.28,397.78,397.92,2698
2022-11-14 10:12:00-05:00,1668438720,397.95,398.27,397.94,398.11,1317
2022-11-14 10:13:00-05:00,1668438780,398.08,398.24,397.93,398.24,873
2022-11-14 10:14:00-05:00,1668438840,398.24,398.3,398.18,398.29,684
2022-11-14 10:15:00-05:00,1668438900,398.29,398.86,398.28,398.83,2383
2022-11-14 10:16:00-05:00,1668438960,398.83,398.97,398.74,398.84,2098
2022-11-14 10:17:00-05:00,1668439020,398.82,398.88,398.65,398.76,1104
2022-11-14 10:18:00-05:00,1668439080,398.74,398.84,398.46,398.59,1294
2022-11-14 10:19:00-05:00,1668439140,398.6,398.73,398.47,398.5,1452
2022-11-14 10:20:00-05:00,1668439200,398.48,398.7,398.47,398.58,1678
2022-11-14 10:21:00-05:00,1668439260,398.57,398.7,398.42,398.47,1062
2022-11-14 10:22:00-05:00,1668439320,398.46,398.68,398.42,398.64,1028
2022-11-14 10:23:00-05:00,1668439380,398.65,398.82,398.48,398.55,1619
2022-11-14 10:24:00-05:00,1668439440,398.54,398.57,398.13,398.16,1669
2022-11-14 10:25:00-05:00,1668439500,398.17,398.24,398.08,398.14,1306
2022-11-14 10:26:00-05:00,1668439560,398.13,398.14,397.66,397.74,1541
2022-11-14 10:27:00-05:00,1668439620,397.74,397.89,397.68,397.72,869
